case:concept:name,recommendation:act,recommendation:res,reason
Application_1425329540,A_Validating,User_58,not_reachable_from_replayed_prefix_marking
Application_1584063031,A_Validating,User_10,not_reachable_from_replayed_prefix_marking
Application_866486447,A_Validating,User_93,not_reachable_from_replayed_prefix_marking
Application_851895556,A_Validating,User_132,not_reachable_from_replayed_prefix_marking
Application_1975819852,A_Validating,User_58,not_reachable_from_replayed_prefix_marking
Application_1784815865,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1735566698,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
Application_1155624509,A_Validating,User_48,not_reachable_from_replayed_prefix_marking
Application_330251746,A_Validating,User_136,not_reachable_from_replayed_prefix_marking
Application_1898457792,A_Validating,User_132,not_reachable_from_replayed_prefix_marking
Application_918963277,A_Validating,User_49,not_reachable_from_replayed_prefix_marking
Application_1654636815,A_Validating,User_58,not_reachable_from_replayed_prefix_marking
Application_1003444518,A_Validating,User_53,not_reachable_from_replayed_prefix_marking
Application_1092109071,A_Validating,User_93,not_reachable_from_replayed_prefix_marking
Application_663134091,A_Denied,User_136,not_reachable_from_replayed_prefix_marking
Application_1452533285,A_Validating,User_116,not_reachable_from_replayed_prefix_marking
Application_269341222,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_157155173,A_Validating,User_41,not_reachable_from_replayed_prefix_marking
Application_574500271,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_592613102,A_Validating,User_41,not_reachable_from_replayed_prefix_marking
Application_589041415,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
Application_839952915,A_Validating,User_116,not_reachable_from_replayed_prefix_marking
Application_1960245250,W_Complete application,User_75,not_reachable_from_replayed_prefix_marking
Application_1518048032,A_Validating,User_47,not_reachable_from_replayed_prefix_marking
Application_427975818,A_Validating,User_86,not_reachable_from_replayed_prefix_marking
Application_387778376,A_Denied,User_136,not_reachable_from_replayed_prefix_marking
Application_1143452352,A_Validating,User_24,not_reachable_from_replayed_prefix_marking
Application_597372127,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
Application_163804730,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1082188204,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1959536677,A_Validating,User_75,not_reachable_from_replayed_prefix_marking
Application_1667989141,A_Validating,User_136,not_reachable_from_replayed_prefix_marking
Application_2099511368,A_Validating,User_48,not_reachable_from_replayed_prefix_marking
Application_1496645833,O_Returned,User_29,not_reachable_from_replayed_prefix_marking
Application_856935152,A_Validating,User_47,not_reachable_from_replayed_prefix_marking
Application_1914483239,A_Validating,User_116,not_reachable_from_replayed_prefix_marking
Application_1928577170,A_Denied,User_41,not_reachable_from_replayed_prefix_marking
Application_1579588184,A_Validating,User_116,not_reachable_from_replayed_prefix_marking
Application_485567867,A_Denied,User_41,not_reachable_from_replayed_prefix_marking
Application_858789639,A_Validating,User_86,not_reachable_from_replayed_prefix_marking
Application_1734771669,A_Validating,User_41,not_reachable_from_replayed_prefix_marking
Application_340321174,A_Validating,User_58,not_reachable_from_replayed_prefix_marking
Application_1533785960,A_Validating,User_86,not_reachable_from_replayed_prefix_marking
Application_255496047,A_Validating,User_49,not_reachable_from_replayed_prefix_marking
Application_1504307845,A_Validating,User_58,not_reachable_from_replayed_prefix_marking
Application_936279128,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
Application_354974392,A_Validating,User_48,not_reachable_from_replayed_prefix_marking
Application_1616117711,A_Validating,User_53,not_reachable_from_replayed_prefix_marking
Application_815439845,A_Validating,User_93,not_reachable_from_replayed_prefix_marking
Application_2021390880,A_Validating,User_116,not_reachable_from_replayed_prefix_marking
Application_80298426,A_Denied,User_65,not_reachable_from_replayed_prefix_marking
Application_1835611863,A_Validating,User_53,not_reachable_from_replayed_prefix_marking
Application_2090776603,A_Validating,User_49,not_reachable_from_replayed_prefix_marking
Application_1976004129,A_Validating,User_86,not_reachable_from_replayed_prefix_marking
Application_1288084480,A_Validating,User_116,not_reachable_from_replayed_prefix_marking
Application_536051300,A_Incomplete,User_75,not_reachable_from_replayed_prefix_marking
Application_1607880476,O_Sent (mail and online),User_100,not_reachable_from_replayed_prefix_marking
Application_1518013035,A_Validating,User_120,not_reachable_from_replayed_prefix_marking
Application_644684670,A_Validating,User_116,not_reachable_from_replayed_prefix_marking
Application_1056831748,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_869335382,A_Validating,User_41,not_reachable_from_replayed_prefix_marking
Application_339327672,A_Validating,User_58,not_reachable_from_replayed_prefix_marking
Application_1651085521,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_414227837,A_Validating,User_116,not_reachable_from_replayed_prefix_marking
Application_817528841,A_Denied,User_41,not_reachable_from_replayed_prefix_marking
Application_964208437,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_713675823,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1473464035,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
Application_2146296643,A_Validating,User_48,not_reachable_from_replayed_prefix_marking
Application_226209957,A_Validating,User_48,not_reachable_from_replayed_prefix_marking
Application_1545481822,O_Sent (mail and online),User_100,not_reachable_from_replayed_prefix_marking
Application_496111899,A_Validating,User_116,not_reachable_from_replayed_prefix_marking
Application_846209494,A_Denied,User_139,not_reachable_from_replayed_prefix_marking
Application_418738843,A_Validating,User_58,not_reachable_from_replayed_prefix_marking
Application_1361883922,A_Denied,User_65,not_reachable_from_replayed_prefix_marking
Application_780791841,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1672037226,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
