case:concept:name,Next_activity,Next_resource
188485,O_CANCELLED,11049
189805,A_APPROVED,10972
191644,,
193647,,
193968,A_APPROVED,10972
194139,O_CANCELLED,10629
194269,O_CANCELLED,11049
195082,A_DECLINED,10972
195175,A_DECLINED,10972
195247,A_APPROVED,10972
195259,A_DECLINED,10972
195323,O_CANCELLED,112
195654,O_CANCELLED,112
196045,A_DECLINED,10609
196057,A_DECLINED,10972
196060,A_DECLINED,10972
196341,A_DECLINED,10609
196455,O_CANCELLED,10972
196521,A_DECLINED,10972
196602,A_APPROVED,10972
196867,O_CANCELLED,11049
196948,A_APPROVED,10972
197051,O_CANCELLED,112
197093,O_CANCELLED,112
197162,A_DECLINED,10972
197168,O_CANCELLED,112
197321,O_CANCELLED,112
197530,A_APPROVED,10972
197605,O_CANCELLED,112
197800,O_CANCELLED,112
198026,O_SENT_BACK,10629
198232,A_APPROVED,10609
198253,O_SENT_BACK,11122
198274,O_CANCELLED,10629
198415,O_CANCELLED,10629
198585,,
198618,,
199014,A_APPROVED,10609
199189,O_SENT_BACK,10609
199411,A_DECLINED,10972
199570,O_CANCELLED,10629
199600,A_DECLINED,10629
199633,A_DECLINED,10629
199681,A_APPROVED,11289
199800,O_SENT_BACK,10972
199893,O_SENT_BACK,10972
200103,O_CANCELLED,10629
200320,O_CANCELLED,10629
200386,,
200593,,
200635,O_CANCELLED,112
200764,A_DECLINED,10609
200770,O_CANCELLED,112
200811,A_APPROVED,11289
200859,O_CANCELLED,112
200877,O_CANCELLED,112
200982,O_CANCELLED,112
201072,O_SENT_BACK,10972
201081,O_CANCELLED,112
201144,O_CANCELLED,10629
201244,O_CANCELLED,112
201328,O_CANCELLED,112
201373,O_CANCELLED,112
201376,A_APPROVED,10972
201379,A_DECLINED,11049
201397,O_CANCELLED,112
201427,O_CANCELLED,112
201433,O_CANCELLED,11049
201526,O_CANCELLED,10629
201541,A_DECLINED,10609
201605,A_APPROVED,11289
201611,A_APPROVED,10972
201677,O_CANCELLED,112
201725,O_CANCELLED,112
201743,A_DECLINED,10972
201770,O_CANCELLED,112
201833,O_CANCELLED,112
201842,O_CANCELLED,112
201848,A_DECLINED,10609
201854,A_APPROVED,10972
201885,A_DECLINED,11289
201891,O_CANCELLED,10629
201909,O_CANCELLED,11049
201915,O_CANCELLED,112
201927,A_DECLINED,10609
201936,A_DECLINED,10609
202026,A_DECLINED,10972
202056,A_DECLINED,10609
202068,A_DECLINED,10609
202071,O_CANCELLED,112
202182,A_DECLINED,10609
202256,O_CANCELLED,10972
202259,O_CANCELLED,112
202271,A_DECLINED,10629
202343,A_DECLINED,10609
202361,O_CANCELLED,10629
202379,O_CANCELLED,112
202397,,
202457,A_DECLINED,10972
202479,A_DECLINED,10629
202536,,
202539,A_APPROVED,11289
202542,A_DECLINED,10609
202569,A_DECLINED,10972
202596,O_CANCELLED,112
202632,A_DECLINED,10629
202641,A_DECLINED,10972
202737,O_CANCELLED,10629
202740,,
202755,O_CANCELLED,112
202809,O_SENT_BACK,11122
202830,O_CANCELLED,10972
202881,A_DECLINED,10972
202893,A_DECLINED,10972
202899,O_CANCELLED,112
202935,A_DECLINED,11289
202983,A_DECLINED,10972
203013,A_DECLINED,10972
203016,O_CANCELLED,112
203076,O_SENT_BACK,10972
203079,A_APPROVED,10972
203146,O_CANCELLED,112
203149,O_CANCELLED,112
203158,,
203173,O_CANCELLED,112
203227,O_CANCELLED,112
203230,A_DECLINED,10609
203248,A_DECLINED,10972
203260,A_DECLINED,10629
203287,A_DECLINED,10972
203296,A_APPROVED,10972
203341,O_CANCELLED,11049
203380,A_DECLINED,10629
203419,O_CANCELLED,112
203480,A_DECLINED,10931
203492,A_APPROVED,10972
203549,O_CANCELLED,112
203606,O_CANCELLED,112
203711,A_DECLINED,10972
203732,A_DECLINED,11289
203738,O_CANCELLED,112
203762,A_DECLINED,10931
203765,A_DECLINED,10972
203777,A_DECLINED,10972
203780,A_DECLINED,11049
203802,,
203829,A_DECLINED,10931
203835,,
203841,A_DECLINED,10629
203865,O_CANCELLED,10972
203883,O_CANCELLED,112
203901,A_DECLINED,11049
203961,A_DECLINED,10972
203964,A_APPROVED,10972
203994,O_CANCELLED,10629
204000,O_CANCELLED,112
204030,A_APPROVED,10609
204045,A_DECLINED,10609
204054,A_DECLINED,10629
204096,O_CANCELLED,112
204099,W_Nabellen incomplete dossiers,10972
204119,O_CANCELLED,10629
204185,A_DECLINED,11049
204200,O_CANCELLED,112
204218,O_CANCELLED,10629
204314,O_SENT_BACK,10972
204326,O_SENT_BACK,10609
204332,A_DECLINED,10629
204347,O_CANCELLED,112
204418,A_DECLINED,10629
204442,O_CANCELLED,10972
204466,O_CANCELLED,112
204472,O_CANCELLED,10972
204475,W_Nabellen incomplete dossiers,10609
204514,A_DECLINED,10629
204565,O_CANCELLED,10629
204574,A_DECLINED,11049
204592,O_SENT_BACK,10629
204613,O_CANCELLED,112
204682,A_DECLINED,10972
204691,A_APPROVED,10972
204712,O_CANCELLED,10609
204721,A_DECLINED,10629
204724,O_SENT_BACK,10972
204730,,
204742,O_CANCELLED,11049
204799,O_CANCELLED,10972
204808,O_SENT_BACK,10972
204829,O_CANCELLED,112
204838,O_SENT_BACK,10972
204841,A_APPROVED,11289
204847,O_SENT_BACK,10972
204859,O_CANCELLED,112
204862,A_APPROVED,10972
204906,O_CANCELLED,112
204915,O_CANCELLED,112
204924,O_CANCELLED,112
204969,O_CANCELLED,10972
204981,A_APPROVED,10972
204993,A_APPROVED,10609
205005,O_CANCELLED,112
205026,O_CANCELLED,10972
205029,O_CANCELLED,10972
205035,O_SENT_BACK,10609
205059,W_Nabellen incomplete dossiers,10789
205062,O_CANCELLED,10972
205086,O_SENT_BACK,10629
205110,O_CANCELLED,112
205125,O_SENT_BACK,10972
205143,,
205170,A_DECLINED,11049
205229,A_APPROVED,11289
205256,A_DECLINED,10972
205262,O_CANCELLED,112
205274,O_CANCELLED,112
205310,O_CANCELLED,10972
205313,A_APPROVED,10972
205319,O_CANCELLED,10972
205340,O_SENT_BACK,10972
