case:concept:name,recommendation:act,recommendation:res,reason
Application_1425329540,O_Returned,User_126,not_reachable_from_replayed_prefix_marking
Application_1088555315,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_547842527,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1584063031,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
Application_866486447,A_Incomplete,User_41,not_reachable_from_replayed_prefix_marking
Application_1479752026,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
Application_2128172349,O_Create Offer,User_56,not_reachable_from_replayed_prefix_marking
Application_274240684,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1975819852,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1735566698,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1155624509,A_Incomplete,User_41,not_reachable_from_replayed_prefix_marking
Application_330251746,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1620675668,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1654636815,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_2069481439,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1003444518,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
Application_663134091,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_269341222,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1032862024,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_2039657007,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_157155173,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1073143855,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1577667494,A_Validating,User_23,not_reachable_from_replayed_prefix_marking
Application_299698075,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_574500271,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_420380783,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_938318297,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
Application_592613102,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_589041415,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_839952915,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1050938301,W_Call incomplete files,User_37,not_reachable_from_replayed_prefix_marking
Application_1960245250,A_Validating,User_49,not_reachable_from_replayed_prefix_marking
Application_206222910,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1518048032,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
Application_387778376,O_Create Offer,User_66,not_reachable_from_replayed_prefix_marking
Application_2061502784,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1220541878,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1143452352,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
Application_597372127,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1789934601,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1802283850,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1216723425,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1667989141,W_Call incomplete files,User_21,not_reachable_from_replayed_prefix_marking
Application_2099511368,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1818700890,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
Application_1732543782,O_Create Offer,User_67,not_reachable_from_replayed_prefix_marking
Application_320538845,A_Cancelled,User_54,not_reachable_from_replayed_prefix_marking
Application_1914483239,A_Cancelled,User_23,not_reachable_from_replayed_prefix_marking
Application_1579588184,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_858789639,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_831992514,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_199635820,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_617539010,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1734771669,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_340321174,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1091454310,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1119704576,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_255496047,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1504307845,A_Validating,User_63,not_reachable_from_replayed_prefix_marking
Application_354974392,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
Application_1616117711,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1172008352,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1221269355,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1273835556,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_2021390880,A_Denied,User_67,not_reachable_from_replayed_prefix_marking
Application_189631764,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_76083190,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
Application_80298426,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1835611863,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_2116148116,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1976004129,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_586839753,O_Create Offer,User_67,not_reachable_from_replayed_prefix_marking
Application_1008663678,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1664858516,A_Cancelled,User_23,not_reachable_from_replayed_prefix_marking
Application_2140045431,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1486220145,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_919959748,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_948141705,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1781633903,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1064102675,W_Validate application,User_100,not_reachable_from_replayed_prefix_marking
Application_707770540,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1446807165,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_384814296,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_380097845,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_182712917,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
Application_31697623,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1897975199,O_Create Offer,User_56,not_reachable_from_replayed_prefix_marking
Application_1288084480,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_536051300,A_Incomplete,User_100,not_reachable_from_replayed_prefix_marking
Application_90621717,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1793173151,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_518595534,A_Cancelled,User_54,not_reachable_from_replayed_prefix_marking
Application_399001926,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1607880476,A_Complete,User_100,not_reachable_from_replayed_prefix_marking
Application_1518013035,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_33745946,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1836482704,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_644684670,A_Denied,User_49,not_reachable_from_replayed_prefix_marking
Application_1736978527,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1529928107,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_138110394,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_200417599,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_120400056,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_346988751,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1056831748,O_Create Offer,User_16,not_reachable_from_replayed_prefix_marking
Application_869335382,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
