case:concept:name,recommendation:act,recommendation:res,reason
Application_1425329540,A_Cancelled,User_78,not_reachable_from_replayed_prefix_marking
Application_932158358,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_185981374,O_Create Offer,User_78,not_reachable_from_replayed_prefix_marking
Application_1584063031,W_Call incomplete files,User_18,not_reachable_from_replayed_prefix_marking
Application_866486447,W_Call incomplete files,User_63,not_reachable_from_replayed_prefix_marking
Application_739325744,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1479752026,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_851895556,A_Denied,User_79,not_reachable_from_replayed_prefix_marking
Application_2128172349,A_Cancelled,User_77,not_reachable_from_replayed_prefix_marking
Application_1975819852,A_Denied,User_62,not_reachable_from_replayed_prefix_marking
Application_1735566698,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_1155624509,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_330251746,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_1898457792,A_Denied,User_77,not_reachable_from_replayed_prefix_marking
Application_2069481439,O_Create Offer,User_66,not_reachable_from_replayed_prefix_marking
Application_663134091,A_Cancelled,User_80,not_reachable_from_replayed_prefix_marking
Application_1452533285,A_Denied,User_65,not_reachable_from_replayed_prefix_marking
Application_269341222,A_Validating,User_33,not_reachable_from_replayed_prefix_marking
Application_114551747,O_Returned,User_99,not_reachable_from_replayed_prefix_marking
Application_157155173,A_Incomplete,User_57,not_reachable_from_replayed_prefix_marking
Application_1157095713,A_Validating,User_101,not_reachable_from_replayed_prefix_marking
Application_299698075,O_Create Offer,User_66,not_reachable_from_replayed_prefix_marking
Application_574500271,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
Application_938318297,A_Validating,User_93,not_reachable_from_replayed_prefix_marking
Application_589041415,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_839952915,W_Call incomplete files,User_63,not_reachable_from_replayed_prefix_marking
Application_1050938301,W_Call incomplete files,User_18,not_reachable_from_replayed_prefix_marking
Application_1960245250,W_Complete application,User_84,not_reachable_from_replayed_prefix_marking
Application_206222910,A_Cancelled,User_77,not_reachable_from_replayed_prefix_marking
Application_1518048032,A_Validating,User_103,not_reachable_from_replayed_prefix_marking
Application_427975818,A_Validating,User_33,not_reachable_from_replayed_prefix_marking
Application_387778376,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_2061502784,A_Cancelled,User_78,not_reachable_from_replayed_prefix_marking
Application_1220541878,A_Cancelled,User_77,not_reachable_from_replayed_prefix_marking
Application_1143452352,W_Call incomplete files,User_17,not_reachable_from_replayed_prefix_marking
Application_1903879559,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1141800606,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_163804730,W_Call incomplete files,User_37,not_reachable_from_replayed_prefix_marking
Application_228928958,A_Cancelled,User_66,not_reachable_from_replayed_prefix_marking
Application_1959536677,W_Call incomplete files,User_53,not_reachable_from_replayed_prefix_marking
Application_2099511368,A_Validating,User_54,not_reachable_from_replayed_prefix_marking
Application_1732543782,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_320538845,W_Complete application,User_84,not_reachable_from_replayed_prefix_marking
Application_1914483239,A_Validating,User_29,not_reachable_from_replayed_prefix_marking
Application_1928577170,A_Denied,User_65,not_reachable_from_replayed_prefix_marking
Application_858789639,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_2090544740,A_Denied,User_67,not_reachable_from_replayed_prefix_marking
Application_255496047,A_Denied,User_65,not_reachable_from_replayed_prefix_marking
Application_1504307845,A_Validating,User_33,not_reachable_from_replayed_prefix_marking
Application_480070910,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_936279128,A_Denied,User_65,not_reachable_from_replayed_prefix_marking
Application_354974392,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1616117711,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_48606429,A_Cancelled,User_80,not_reachable_from_replayed_prefix_marking
Application_815439845,A_Denied,User_79,not_reachable_from_replayed_prefix_marking
Application_1273835556,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_2021390880,A_Denied,User_65,not_reachable_from_replayed_prefix_marking
Application_1316469526,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_76083190,A_Validating,User_132,not_reachable_from_replayed_prefix_marking
Application_80298426,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
Application_1835611863,A_Validating,User_17,not_reachable_from_replayed_prefix_marking
Application_1671150390,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_2116148116,A_Validating,User_33,not_reachable_from_replayed_prefix_marking
Application_1976004129,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_422637212,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_664337168,A_Denied,User_78,not_reachable_from_replayed_prefix_marking
Application_776477117,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_679465044,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_673399253,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1664858516,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_1486220145,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_948141705,A_Cancelled,User_80,not_reachable_from_replayed_prefix_marking
Application_2069545303,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_894204901,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_786731748,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1175418215,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_1446807165,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_384814296,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_182712917,A_Validating,User_59,not_reachable_from_replayed_prefix_marking
Application_31697623,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1471430106,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_380770908,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1921489029,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_1288084480,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_739670840,A_Cancelled,User_96,not_reachable_from_replayed_prefix_marking
Application_536051300,A_Incomplete,User_106,not_reachable_from_replayed_prefix_marking
Application_518595534,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_399001926,A_Cancelled,User_77,not_reachable_from_replayed_prefix_marking
Application_1712201753,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1518013035,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
Application_1836482704,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_644684670,A_Denied,User_65,not_reachable_from_replayed_prefix_marking
Application_1033036371,A_Validating,User_63,not_reachable_from_replayed_prefix_marking
Application_1730778542,A_Denied,User_65,not_reachable_from_replayed_prefix_marking
Application_138110394,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_200417599,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_1056831748,W_Call incomplete files,User_54,not_reachable_from_replayed_prefix_marking
Application_869335382,A_Cancelled,User_80,not_reachable_from_replayed_prefix_marking
Application_339327672,A_Validating,User_29,not_reachable_from_replayed_prefix_marking
Application_693955071,O_Create Offer,User_79,not_reachable_from_replayed_prefix_marking
Application_2022507317,A_Cancelled,User_42,not_reachable_from_replayed_prefix_marking
Application_1096932592,A_Cancelled,User_62,not_reachable_from_replayed_prefix_marking
Application_617035933,O_Create Offer,User_96,not_reachable_from_replayed_prefix_marking
Application_2025703180,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_139141595,A_Cancelled,User_63,not_reachable_from_replayed_prefix_marking
Application_920967125,A_Cancelled,User_77,not_reachable_from_replayed_prefix_marking
Application_1569475999,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_414227837,W_Call incomplete files,User_62,not_reachable_from_replayed_prefix_marking
Application_1747759228,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_604648984,A_Cancelled,User_80,not_reachable_from_replayed_prefix_marking
Application_1288647467,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1013192848,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_957614949,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_793873060,O_Create Offer,User_79,not_reachable_from_replayed_prefix_marking
Application_2047886665,O_Create Offer,User_44,not_reachable_from_replayed_prefix_marking
Application_964208437,A_Denied,User_77,not_reachable_from_replayed_prefix_marking
Application_884271564,A_Cancelled,User_44,not_reachable_from_replayed_prefix_marking
Application_713675823,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1054777483,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_1173481848,O_Create Offer,User_56,not_reachable_from_replayed_prefix_marking
Application_92081663,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_455616073,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_634353469,O_Returned,User_101,not_reachable_from_replayed_prefix_marking
Application_590215732,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_376118809,O_Create Offer,User_77,not_reachable_from_replayed_prefix_marking
Application_2046683533,O_Create Offer,User_79,not_reachable_from_replayed_prefix_marking
Application_1182794641,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_2146296643,W_Call incomplete files,User_131,not_reachable_from_replayed_prefix_marking
Application_1151718196,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_226209957,W_Call incomplete files,User_35,not_reachable_from_replayed_prefix_marking
Application_2022118906,A_Cancelled,User_78,not_reachable_from_replayed_prefix_marking
Application_413047262,A_Cancelled,User_77,not_reachable_from_replayed_prefix_marking
Application_80850284,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_1400741815,A_Cancelled,User_96,not_reachable_from_replayed_prefix_marking
Application_238546830,O_Create Offer,User_66,not_reachable_from_replayed_prefix_marking
Application_1903689163,O_Create Offer,User_78,not_reachable_from_replayed_prefix_marking
Application_1308025514,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_752995473,O_Create Offer,User_66,not_reachable_from_replayed_prefix_marking
Application_1224187740,A_Cancelled,User_66,not_reachable_from_replayed_prefix_marking
Application_1733106091,A_Cancelled,User_62,not_reachable_from_replayed_prefix_marking
Application_164778672,A_Cancelled,User_63,not_reachable_from_replayed_prefix_marking
Application_1545481822,A_Validating,User_49,not_reachable_from_replayed_prefix_marking
Application_474380883,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_72874899,A_Cancelled,User_104,not_reachable_from_replayed_prefix_marking
Application_496111899,A_Validating,User_59,not_reachable_from_replayed_prefix_marking
Application_846209494,A_Denied,User_65,not_reachable_from_replayed_prefix_marking
Application_255370233,W_Call incomplete files,User_29,not_reachable_from_replayed_prefix_marking
Application_407461155,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1523736860,A_Cancelled,User_93,not_reachable_from_replayed_prefix_marking
Application_1851360212,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_418738843,A_Cancelled,User_77,not_reachable_from_replayed_prefix_marking
Application_1930612093,O_Create Offer,User_78,not_reachable_from_replayed_prefix_marking
Application_244396187,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_2060708769,A_Cancelled,User_77,not_reachable_from_replayed_prefix_marking
Application_1672037226,W_Call incomplete files,User_37,not_reachable_from_replayed_prefix_marking
Application_1147800670,A_Cancelled,User_77,not_reachable_from_replayed_prefix_marking
Application_496532501,A_Cancelled,User_62,not_reachable_from_replayed_prefix_marking
