case:concept:name,recommendation:act,recommendation:res,reason
Application_1048806756,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_1136568641,A_Validating,User_60,not_reachable_from_replayed_prefix_marking
Application_983709263,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_333578134,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_37796637,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_1719668477,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_2082068141,A_Cancelled,User_102,not_reachable_from_replayed_prefix_marking
Application_1774753524,A_Cancelled,User_102,not_reachable_from_replayed_prefix_marking
Application_827688187,A_Cancelled,User_85,not_reachable_from_replayed_prefix_marking
Application_1890584729,A_Cancelled,User_85,not_reachable_from_replayed_prefix_marking
Application_825188863,A_Validating,User_60,not_reachable_from_replayed_prefix_marking
Application_1043223939,A_Validating,User_60,not_reachable_from_replayed_prefix_marking
Application_778393530,A_Validating,User_60,not_reachable_from_replayed_prefix_marking
Application_1779483865,A_Validating,User_60,not_reachable_from_replayed_prefix_marking
Application_346042050,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_95006764,A_Validating,User_60,not_reachable_from_replayed_prefix_marking
Application_848190586,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_1229707182,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_631926508,A_Cancelled,User_102,not_reachable_from_replayed_prefix_marking
Application_634611718,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1182795681,A_Validating,User_60,not_reachable_from_replayed_prefix_marking
Application_1760271807,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1042621630,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1732467275,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_568657523,A_Validating,User_60,not_reachable_from_replayed_prefix_marking
Application_364658802,A_Cancelled,User_85,not_reachable_from_replayed_prefix_marking
Application_525601378,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1555229754,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1398793539,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_711287867,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_571141074,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1555572507,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1021365915,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1620116853,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1816608501,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_997024654,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1612124570,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1053998899,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_533465776,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1567155167,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_443644223,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1068398029,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1442743235,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_435727545,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_261369076,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1228813193,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1341618264,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_317775008,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_221972358,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_699037232,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_488496337,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1822642909,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1205144249,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1437733107,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_213454046,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_606294488,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1009327734,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1442043587,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1967206176,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_831530055,O_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1726483569,O_Sent (mail and online),User_60,not_reachable_from_replayed_prefix_marking
Application_1017828639,A_Cancelled,User_7,not_reachable_from_replayed_prefix_marking
Application_693454125,A_Cancelled,User_7,not_reachable_from_replayed_prefix_marking
