case:concept:name,recommendation:act,recommendation:res,reason
Application_1048806756,A_Incomplete,User_100,not_reachable_from_replayed_prefix_marking
Application_1136568641,A_Validating,User_21,not_reachable_from_replayed_prefix_marking
Application_1852628062,A_Denied,User_53,not_reachable_from_replayed_prefix_marking
Application_983709263,A_Denied,User_53,not_reachable_from_replayed_prefix_marking
Application_1742370900,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_37796637,A_Validating,User_60,not_reachable_from_replayed_prefix_marking
Application_1719668477,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1774753524,A_Validating,User_109,not_reachable_from_replayed_prefix_marking
Application_1890584729,A_Validating,User_109,not_reachable_from_replayed_prefix_marking
Application_1043223939,A_Validating,User_21,not_reachable_from_replayed_prefix_marking
Application_778393530,A_Validating,User_60,not_reachable_from_replayed_prefix_marking
Application_346042050,A_Cancelled,User_21,not_reachable_from_replayed_prefix_marking
Application_95006764,A_Validating,User_29,not_reachable_from_replayed_prefix_marking
Application_1206551699,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_631926508,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_1335456683,A_Cancelled,User_112,not_reachable_from_replayed_prefix_marking
Application_1760271807,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_364658802,A_Validating,User_21,not_reachable_from_replayed_prefix_marking
Application_1949846024,A_Cancelled,User_112,not_reachable_from_replayed_prefix_marking
Application_1129276294,A_Cancelled,User_85,not_reachable_from_replayed_prefix_marking
Application_1352970596,W_Complete application,User_21,not_reachable_from_replayed_prefix_marking
Application_1555229754,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_711287867,A_Cancelled,User_109,not_reachable_from_replayed_prefix_marking
Application_571141074,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_1555572507,A_Cancelled,User_112,not_reachable_from_replayed_prefix_marking
Application_1021365915,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_1620116853,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_1816608501,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_1612124570,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_1053998899,A_Cancelled,User_21,not_reachable_from_replayed_prefix_marking
Application_533465776,A_Cancelled,User_109,not_reachable_from_replayed_prefix_marking
Application_443644223,O_Create Offer,User_21,not_reachable_from_replayed_prefix_marking
Application_1068398029,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_1442743235,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_435727545,A_Cancelled,User_109,not_reachable_from_replayed_prefix_marking
Application_261369076,A_Cancelled,User_7,not_reachable_from_replayed_prefix_marking
Application_1228813193,A_Cancelled,User_109,not_reachable_from_replayed_prefix_marking
Application_317775008,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_221972358,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_699037232,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_488496337,O_Create Offer,User_51,not_reachable_from_replayed_prefix_marking
Application_1822642909,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1205144249,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_1437733107,O_Create Offer,User_21,not_reachable_from_replayed_prefix_marking
Application_213454046,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_606294488,A_Cancelled,User_21,not_reachable_from_replayed_prefix_marking
Application_1730972696,O_Create Offer,User_51,not_reachable_from_replayed_prefix_marking
Application_1383530613,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_668971390,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_1765317682,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_256387624,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_769386117,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_949360290,O_Create Offer,User_51,not_reachable_from_replayed_prefix_marking
Application_1442043587,O_Create Offer,User_21,not_reachable_from_replayed_prefix_marking
Application_831530055,A_Validating,User_109,not_reachable_from_replayed_prefix_marking
Application_1726483569,O_Sent (mail and online),User_29,not_reachable_from_replayed_prefix_marking
Application_1131111908,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_1017828639,A_Cancelled,User_21,not_reachable_from_replayed_prefix_marking
Application_693454125,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_793183519,A_Cancelled,User_28,not_reachable_from_replayed_prefix_marking
