case:concept:name,recommendation:act,recommendation:res,reason
Application_1136568641,A_Validating,User_21,not_reachable_from_replayed_prefix_marking
Application_1852628062,A_Denied,User_7,not_reachable_from_replayed_prefix_marking
Application_983709263,A_Validating,User_75,not_reachable_from_replayed_prefix_marking
Application_37796637,A_Validating,User_102,not_reachable_from_replayed_prefix_marking
Application_1719668477,A_Validating,User_48,not_reachable_from_replayed_prefix_marking
Application_1774753524,A_Cancelled,User_68,not_reachable_from_replayed_prefix_marking
Application_1890584729,A_Validating,User_29,not_reachable_from_replayed_prefix_marking
Application_825188863,A_Validating,User_117,not_reachable_from_replayed_prefix_marking
Application_1043223939,A_Validating,User_21,not_reachable_from_replayed_prefix_marking
Application_778393530,A_Validating,User_102,not_reachable_from_replayed_prefix_marking
Application_95006764,A_Validating,User_29,not_reachable_from_replayed_prefix_marking
Application_848190586,A_Validating,User_68,not_reachable_from_replayed_prefix_marking
Application_631926508,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1182795681,A_Cancelled,User_40,not_reachable_from_replayed_prefix_marking
Application_1885469174,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_568657523,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_364658802,A_Validating,User_21,not_reachable_from_replayed_prefix_marking
Application_1021365915,A_Cancelled,User_39,not_reachable_from_replayed_prefix_marking
Application_997024654,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1053998899,A_Cancelled,User_29,not_reachable_from_replayed_prefix_marking
Application_1700174135,A_Cancelled,User_68,not_reachable_from_replayed_prefix_marking
Application_1348888499,O_Create Offer,User_53,not_reachable_from_replayed_prefix_marking
Application_1567155167,A_Cancelled,User_75,not_reachable_from_replayed_prefix_marking
Application_1467390663,O_Create Offer,User_39,not_reachable_from_replayed_prefix_marking
Application_261369076,A_Cancelled,User_48,not_reachable_from_replayed_prefix_marking
Application_221972358,A_Cancelled,User_75,not_reachable_from_replayed_prefix_marking
Application_956215142,A_Validating,User_102,not_reachable_from_replayed_prefix_marking
Application_1822642909,A_Cancelled,User_36,not_reachable_from_replayed_prefix_marking
Application_1730972696,O_Create Offer,User_21,not_reachable_from_replayed_prefix_marking
Application_1596977845,A_Cancelled,User_7,not_reachable_from_replayed_prefix_marking
Application_1765317682,O_Create Offer,User_51,not_reachable_from_replayed_prefix_marking
Application_1929631403,O_Create Offer,User_51,not_reachable_from_replayed_prefix_marking
Application_1442043587,O_Create Offer,User_53,not_reachable_from_replayed_prefix_marking
Application_865318653,A_Cancelled,User_15,not_reachable_from_replayed_prefix_marking
Application_1474144091,O_Create Offer,User_37,not_reachable_from_replayed_prefix_marking
Application_11785385,A_Cancelled,User_7,not_reachable_from_replayed_prefix_marking
Application_831530055,O_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1726483569,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1131111908,A_Cancelled,User_109,not_reachable_from_replayed_prefix_marking
Application_1017828639,O_Create Offer,User_75,not_reachable_from_replayed_prefix_marking
Application_1515669954,O_Create Offer,User_53,not_reachable_from_replayed_prefix_marking
