case:concept:name,recommendation:act,recommendation:res,reason
Application_1852628062,A_Denied,User_100,not_reachable_from_replayed_prefix_marking
Application_983709263,A_Denied,User_138,not_reachable_from_replayed_prefix_marking
Application_37796637,A_Validating,User_102,not_reachable_from_replayed_prefix_marking
Application_1719668477,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1774753524,A_Validating,User_21,not_reachable_from_replayed_prefix_marking
Application_1890584729,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_95006764,A_Validating,User_102,not_reachable_from_replayed_prefix_marking
Application_631926508,O_Create Offer,User_29,not_reachable_from_replayed_prefix_marking
Application_364658802,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_956215142,A_Validating,User_83,not_reachable_from_replayed_prefix_marking
Application_831530055,W_Call incomplete files,User_92,not_reachable_from_replayed_prefix_marking
Application_1726483569,O_Sent (mail and online),User_21,not_reachable_from_replayed_prefix_marking
