case:concept:name,recommendation:act,recommendation:res,reason
Application_1048806756,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_1136568641,A_Validating,User_39,not_reachable_from_replayed_prefix_marking
Application_983709263,A_Validating,User_39,not_reachable_from_replayed_prefix_marking
Application_333578134,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_37796637,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_1719668477,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_2082068141,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1774753524,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_1890584729,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_1043223939,A_Validating,User_39,not_reachable_from_replayed_prefix_marking
Application_510414837,O_Create Offer,User_53,not_reachable_from_replayed_prefix_marking
Application_778393530,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_1779483865,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_95006764,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_848190586,A_Incomplete,User_115,not_reachable_from_replayed_prefix_marking
Application_1229707182,A_Cancelled,User_7,not_reachable_from_replayed_prefix_marking
Application_631926508,O_Create Offer,User_102,not_reachable_from_replayed_prefix_marking
Application_1182795681,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_1885469174,O_Create Offer,User_53,not_reachable_from_replayed_prefix_marking
Application_364658802,A_Validating,User_115,not_reachable_from_replayed_prefix_marking
Application_1348888499,O_Create Offer,User_53,not_reachable_from_replayed_prefix_marking
Application_443644223,A_Cancelled,User_8,not_reachable_from_replayed_prefix_marking
Application_1956252093,O_Create Offer,User_53,not_reachable_from_replayed_prefix_marking
Application_586220850,O_Create Offer,User_53,not_reachable_from_replayed_prefix_marking
Application_956215142,A_Incomplete,User_17,not_reachable_from_replayed_prefix_marking
Application_1730972696,O_Create Offer,User_53,not_reachable_from_replayed_prefix_marking
Application_1596977845,O_Create Offer,User_53,not_reachable_from_replayed_prefix_marking
Application_1442043587,O_Create Offer,User_53,not_reachable_from_replayed_prefix_marking
Application_865318653,A_Cancelled,User_85,not_reachable_from_replayed_prefix_marking
Application_11785385,O_Create Offer,User_53,not_reachable_from_replayed_prefix_marking
Application_831530055,A_Validating,User_7,not_reachable_from_replayed_prefix_marking
Application_2144168420,A_Cancelled,User_60,not_reachable_from_replayed_prefix_marking
Application_1726483569,O_Sent (mail and online),User_60,not_reachable_from_replayed_prefix_marking
