case_study,method,rank,k_total,case:concept:name,rec_activity,rec_resource,sim_status_method_mean,sim_remaining_time_method_mean,sim_status_baseline_mean,sim_remaining_time_baseline_mean,pred_status_with_rec,pred_remaining_time_with_rec,pred_status_no_rec,pred_remaining_time_no_rec
BAC,nsga2,2,5,201810001660,Request completed with account closure,BOC,1.0,0.0,0.9,39792.0,0.9308386981955756,0.0,0.9531568725307699,135711.23748517496
BAC,nsga2,2,5,201810002650,Pending Request for Reservation Closure,BOC,1.0,0.0,0.8,377539.6,0.9070781415457886,480450.6357794981,0.5504121222938034,1227754.2295787225
BAC,nsga2,2,5,201810006512,Service closure Request with BO responsibility,BOC,1.0,0.0,0.7,267762.0,0.5916885245879342,640555.3296286829,0.5916885245879342,640555.3296286829
BAC,nsga2,2,5,201810008108,Request completed with account closure,BOC,1.0,0.0,0.8,61554.0,0.9372852299973724,0.0,0.9487218857202394,141167.14021422667
BAC,nsga2,2,5,201810008268,Service closure Request with BO responsibility,00854,0.9,479730.0,0.8,851170.5,0.34135869708887195,722044.1481450071,0.20513045742457645,722044.1481450071
BAC,nsga2,2,5,201810008485,Pending Liquidation Request,BOC,0.0,164517.0,0.0,160515.0,0.0007656690528133837,381502.5970400806,0.0004370815464079604,1567400.7448464842
BAC,nsga2,2,5,201810008899,Request completed with account closure,BOC,1.0,0.0,1.0,6222.0,0.96181317942963,0.0,0.9637068402961553,162361.38251775317
BAC,nsga2,2,5,201810010740,Service closure Request with network responsibility,00594,0.8,489247.0,0.8,1064979.2,0.8884522982683551,483203.3718477,0.7605266322327557,679650.7120588429
BAC,nsga2,2,5,201810011583,Service closure Request with BO responsibility,00854,0.8,147015.0,0.9,714931.5,0.9116250116601852,603055.8934281655,0.8350027825835344,657388.7502936915
BAC,nsga2,2,5,20181012611,Service closure Request with BO responsibility,BOC,0.8,248174.1,0.8,334850.1,0.6316869398362454,448010.7603730657,0.6316869398362454,448010.7603730657
BAC,nsga2,2,5,20181013679,Evaluating Request (WITH registered letter),00848,1.0,188656.5,0.5,714289.5,0.4793097748390681,1075587.5173763146,0.37582992459601283,1565433.6614559535
BAC,nsga2,2,5,201811000205,Evaluating Request (NO registered letter),00015,0.9,646036.0,0.7,998242.2,0.9065995136158987,794079.1359772914,0.8562668741853328,1245428.9701112397
BAC,nsga2,2,5,201811001580,Pending Request for Reservation Closure,BOC,1.0,137069.0,1.0,136439.0,0.8960854970870036,239975.41599364363,0.8473731895858698,646778.6913527008
BAC,nsga2,2,5,201811001889,Pending Request for Reservation Closure,BOC,0.8,312533.0,0.9,974186.5,0.905782372104808,244022.61966076918,0.8678869010163267,577101.5348598231
BAC,nsga2,2,5,201811002881,Service closure Request with network responsibility,00491,0.8,638808.0,0.9,1213050.0,0.8822214111455028,662170.0686016514,0.7903129782712992,662170.0686016514
BAC,nsga2,2,5,201811003911,Service closure Request with BO responsibility,00854,0.8,618228.0,0.7,868515.0,0.9296950183017229,591693.0288931939,0.8683362202810752,702791.3774506755
BAC,nsga2,2,5,201811004163,Pending Request for Reservation Closure,BOCSER,0.8,153929.4,0.8,1142018.7,0.8967417475885249,368573.5464244061,0.8916839408488909,745227.77509193
BAC,nsga2,2,5,201811004338,Service closure Request with network responsibility,00015,0.9,177361.0,1.0,740353.6,0.9043756648537651,443572.14940722793,0.8389171603676314,443572.14940722793
BAC,nsga2,2,5,201811005422,Evaluating Request (NO registered letter),00120,0.8,307924.0,0.5,1009018.0,0.8366080438610338,657907.0183488416,0.8366080438610338,1187560.3519091052
BAC,nsga2,2,5,201811005954,Evaluating Request (WITH registered letter),00491,0.7,611916.0,0.9,844228.0,0.868651125461428,630219.8279061408,0.8001453410854302,664882.1871508741
BAC,nsga2,2,5,201811006467,Request completed with account closure,BOC,1.0,0.0,1.0,0.0,0.6699733611262498,0.0,0.7269033818300521,135594.8009988771
BAC,nsga2,2,5,201811006674,Service closure Request with BO responsibility,00854,0.9,528308.0,0.9,735870.2,0.6130774718315156,1079841.2133524516,0.40907346590718435,1376845.551200762
