case:concept:name,recommendation:act,recommendation:res,reason
201812002344,Evaluating Request (WITH registered letter),00594,not_reachable_from_replayed_prefix_marking
201812008642,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
201811008631,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191005637,Evaluating Request (WITH registered letter),00594,not_reachable_from_replayed_prefix_marking
20191006502,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191002483,Evaluating Request (WITH registered letter),00441,not_reachable_from_replayed_prefix_marking
20191006023,Pending Request for Reservation Closure,BOC,not_reachable_from_replayed_prefix_marking
20191008891,Evaluating Request (WITH registered letter),00594,not_reachable_from_replayed_prefix_marking
20191009168,Evaluating Request (WITH registered letter),00057,not_reachable_from_replayed_prefix_marking
20191009426,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191009817,Evaluating Request (WITH registered letter),00401,not_reachable_from_replayed_prefix_marking
20191010278,Evaluating Request (WITH registered letter),00045,not_reachable_from_replayed_prefix_marking
20191010514,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191011232,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191010911,Evaluating Request (WITH registered letter),00594,not_reachable_from_replayed_prefix_marking
20191011677,Evaluating Request (WITH registered letter),00401,not_reachable_from_replayed_prefix_marking
20191011869,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191011870,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191011976,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191012055,Evaluating Request (WITH registered letter),00594,not_reachable_from_replayed_prefix_marking
20191012381,Evaluating Request (WITH registered letter),00594,not_reachable_from_replayed_prefix_marking
20191012555,Evaluating Request (WITH registered letter),00594,not_reachable_from_replayed_prefix_marking
20191012677,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191012759,Evaluating Request (WITH registered letter),00401,not_reachable_from_replayed_prefix_marking
20191006920,Evaluating Request (WITH registered letter),00849,not_reachable_from_replayed_prefix_marking
20191006747,Evaluating Request (WITH registered letter),00849,not_reachable_from_replayed_prefix_marking
20191000535,Pending Request for Reservation Closure,BOC,not_reachable_from_replayed_prefix_marking
20191013700,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191013755,Evaluating Request (WITH registered letter),00045,not_reachable_from_replayed_prefix_marking
20191013757,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191013768,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191007558,Pending Request for Reservation Closure,BOC,not_reachable_from_replayed_prefix_marking
20191012753,Evaluating Request (WITH registered letter),00594,not_reachable_from_replayed_prefix_marking
20191013929,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191008443,Pending Request for Reservation Closure,BOC,not_reachable_from_replayed_prefix_marking
20191014117,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191012638,Pending Request for Reservation Closure,BOC,not_reachable_from_replayed_prefix_marking
20191014212,Evaluating Request (WITH registered letter),00501,not_reachable_from_replayed_prefix_marking
201812005402,Evaluating Request (WITH registered letter),00849,not_reachable_from_replayed_prefix_marking
20191014274,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191002534,Pending Request for Reservation Closure,BOC,not_reachable_from_replayed_prefix_marking
20191012839,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191014359,Evaluating Request (WITH registered letter),00147,not_reachable_from_replayed_prefix_marking
20191014376,Evaluating Request (WITH registered letter),00501,not_reachable_from_replayed_prefix_marking
