case:concept:name,recommendation:act,recommendation:res,reason
200386,O_CANCELLED,10789,not_reachable_from_replayed_prefix_marking
208052,O_CANCELLED,10899,not_reachable_from_replayed_prefix_marking
189805,O_SENT_BACK,11049,not_reachable_from_replayed_prefix_marking
206444,O_SENT_BACK,10789,not_reachable_from_replayed_prefix_marking
209188,A_DECLINED,11001,not_reachable_from_replayed_prefix_marking
201909,O_CANCELLED,10779,not_reachable_from_replayed_prefix_marking
197530,O_SENT_BACK,11049,not_reachable_from_replayed_prefix_marking
201605,O_SENT_BACK,11049,not_reachable_from_replayed_prefix_marking
205742,O_CANCELLED,10899,not_reachable_from_replayed_prefix_marking
205059,O_SENT_BACK,10899,not_reachable_from_replayed_prefix_marking
206865,A_CANCELLED,10789,not_reachable_from_replayed_prefix_marking
204442,O_CANCELLED,10789,not_reachable_from_replayed_prefix_marking
207482,O_SENT_BACK,10899,not_reachable_from_replayed_prefix_marking
202536,O_DECLINED,10929,not_reachable_from_replayed_prefix_marking
205313,A_CANCELLED,10789,not_reachable_from_replayed_prefix_marking
199681,O_SENT_BACK,10789,not_reachable_from_replayed_prefix_marking
206543,O_SENT_BACK,11259,not_reachable_from_replayed_prefix_marking
206901,O_SENT_BACK,10899,not_reachable_from_replayed_prefix_marking
204841,O_DECLINED,11001,not_reachable_from_replayed_prefix_marking
204712,O_CANCELLED,10629,not_reachable_from_replayed_prefix_marking
201376,O_SENT_BACK,10899,not_reachable_from_replayed_prefix_marking
201854,O_SENT_BACK,10929,not_reachable_from_replayed_prefix_marking
203492,A_CANCELLED,10899,not_reachable_from_replayed_prefix_marking
