case:concept:name,Next_activity,Next_resource
Application_1003257895,O_Cancelled,User_60
Application_1005586643,O_Cancelled,User_39
Application_1006347888,A_Validating,User_60
Application_1006959642,A_Validating,User_7
Application_1007607428,O_Cancelled,User_39
Application_1009327734,A_Cancelled,User_60
Application_1009466765,A_Cancelled,User_85
Application_1011122543,A_Validating,User_7
Application_1012566167,A_Cancelled,User_60
Application_1014917757,A_Denied,User_39
Application_1015666669,A_Validating,User_115
Application_1017828639,A_Cancelled,User_7
Application_1018407971,O_Cancelled,User_7
Application_1018538193,A_Cancelled,User_7
Application_1019469082,A_Validating,User_7
Application_1019603677,A_Validating,User_60
Application_1021365915,A_Cancelled,User_60
Application_1023449033,A_Validating,User_7
Application_1024769381,A_Validating,User_7
Application_1025923370,O_Cancelled,User_60
Application_1030024656,A_Cancelled,User_102
Application_1030416681,O_Cancelled,User_7
Application_1031153001,A_Validating,User_115
Application_1033756531,O_Cancelled,User_7
Application_1034064300,O_Cancelled,User_7
Application_1038386825,O_Cancelled,User_53
Application_1042621630,A_Cancelled,User_60
Application_1043223939,A_Validating,User_60
Application_1048806756,A_Validating,User_7
Application_1049246293,A_Validating,User_60
Application_1049972821,A_Validating,User_60
Application_1051554620,A_Cancelled,User_102
Application_1052613502,A_Validating,User_60
Application_1053061342,O_Cancelled,User_60
Application_1053321873,O_Returned,User_115
Application_1053998899,A_Cancelled,User_60
Application_1056882365,A_Validating,User_115
Application_1057803878,O_Cancelled,User_17
Application_1059555811,A_Validating,User_60
Application_1061755455,A_Cancelled,User_102
Application_1062571933,A_Cancelled,User_60
Application_1064627620,O_Cancelled,User_1
Application_1067807240,A_Validating,User_60
Application_1067848631,A_Validating,User_115
Application_1068398029,A_Cancelled,User_60
Application_107006704,A_Validating,User_7
Application_1070668503,A_Cancelled,User_85
Application_1072222879,A_Validating,User_7
Application_1072363196,A_Denied,User_7
Application_1072478001,A_Denied,User_39
Application_1073868127,A_Cancelled,User_60
Application_1076081955,O_Cancelled,User_39
Application_1078909751,O_Cancelled,User_7
Application_1085126063,A_Accepted,User_53
Application_1086233807,A_Validating,User_7
Application_1089034603,A_Cancelled,User_60
Application_1089717788,A_Validating,User_7
Application_1091033446,A_Cancelled,User_85
Application_1091041991,O_Cancelled,User_60
Application_1091351729,A_Cancelled,User_102
Application_1091883536,A_Accepted,User_102
Application_1096345356,A_Cancelled,User_60
Application_1097190039,A_Cancelled,User_102
Application_109814885,A_Accepted,User_39
Application_1100173647,W_Call incomplete files,User_115
Application_1100597277,O_Cancelled,User_7
Application_1104335525,O_Cancelled,User_7
Application_1104955032,A_Validating,User_7
Application_1107241983,A_Cancelled,User_102
Application_1111458873,A_Accepted,User_53
Application_1113168636,A_Accepted,User_53
Application_1115931571,A_Validating,User_60
Application_1116524301,A_Validating,User_60
Application_1116993944,O_Cancelled,User_7
Application_1119407054,O_Cancelled,User_7
Application_1121197235,W_Assess potential fraud,User_143
Application_1122983853,O_Cancelled,User_7
Application_1126832024,A_Cancelled,User_102
Application_1127250936,O_Cancelled,User_7
Application_1127956985,A_Validating,User_60
Application_1129276294,A_Validating,User_60
Application_1131111908,O_Cancelled,User_102
Application_1131263580,O_Cancelled,User_7
Application_1132834033,A_Denied,User_7
Application_1133030829,O_Cancelled,User_7
Application_1136323889,A_Validating,User_60
Application_1136568641,A_Validating,User_60
Application_1139959523,A_Denied,User_39
Application_1142548986,O_Cancelled,User_60
Application_1143217229,A_Accepted,User_53
Application_1143890425,O_Cancelled,User_39
Application_1144672891,W_Call incomplete files,User_115
Application_1149655953,A_Cancelled,User_85
Application_1150495041,O_Cancelled,User_85
Application_1152955170,A_Cancelled,User_60
Application_1154252514,O_Cancelled,User_7
Application_1155070210,A_Validating,User_115
Application_1157728848,A_Denied,User_53
Application_1158871047,O_Cancelled,User_7
Application_1160839680,A_Validating,User_60
Application_116364671,O_Cancelled,User_7
Application_116416466,O_Cancelled,User_7
Application_1166230182,A_Cancelled,User_60
Application_1166306573,A_Validating,User_7
Application_1167813329,A_Accepted,User_53
Application_1168708378,O_Cancelled,User_60
Application_1169258361,A_Cancelled,User_8
Application_1169725538,W_Call incomplete files,User_115
Application_117027249,A_Validating,User_115
Application_117449589,A_Cancelled,User_60
Application_11785385,W_Assess potential fraud,User_143
Application_1182795681,A_Validating,User_60
Application_1192159171,A_Accepted,User_53
Application_1194303360,A_Validating,User_115
Application_1195434598,A_Validating,User_60
Application_1205144249,A_Cancelled,User_60
Application_1206188048,W_Call incomplete files,User_115
Application_1206551699,A_Denied,User_53
Application_1206679861,A_Validating,User_115
Application_1207230380,O_Cancelled,User_1
Application_120793083,O_Cancelled,User_17
Application_1209676119,A_Cancelled,User_102
Application_1213916582,A_Cancelled,User_85
Application_121641518,A_Validating,User_7
Application_121729357,A_Cancelled,User_60
Application_1218695611,A_Cancelled,User_85
Application_1219772874,A_Validating,User_7
Application_1225687747,A_Cancelled,User_102
Application_1227690400,A_Validating,User_60
Application_1228722182,O_Cancelled,User_7
Application_1228813193,A_Cancelled,User_60
Application_1229707182,A_Cancelled,User_60
Application_1237040955,A_Cancelled,User_85
Application_1237983321,A_Cancelled,User_85
Application_1238132318,A_Cancelled,User_60
Application_1238606249,A_Denied,User_53
Application_1241541074,O_Cancelled,User_17
Application_1242496593,O_Returned,User_102
Application_1245226697,O_Returned,User_102
Application_1248061466,A_Validating,User_60
Application_1250179725,A_Validating,User_115
Application_1252245787,A_Validating,User_7
Application_1255041116,A_Validating,User_115
Application_1257348081,A_Validating,User_39
Application_1261480447,A_Validating,User_7
Application_1262350889,A_Denied,User_7
Application_1262548993,O_Returned,User_102
Application_126523834,A_Denied,User_53
Application_1265495164,A_Validating,User_60
Application_1266086453,A_Validating,User_7
Application_1266450550,O_Cancelled,User_60
Application_1268626834,A_Denied,User_53
Application_1271823802,O_Cancelled,User_17
Application_1278510625,O_Cancelled,User_7
Application_1278888452,A_Cancelled,User_102
Application_127926903,A_Validating,User_7
Application_1280427249,A_Validating,User_60
Application_1280500254,O_Cancelled,User_60
Application_1281205543,A_Validating,User_60
Application_1283592554,A_Validating,User_60
Application_1284796330,A_Cancelled,User_60
Application_1285125915,O_Cancelled,User_7
Application_1285655984,A_Cancelled,User_8
Application_1287947132,O_Cancelled,User_102
Application_1289259959,A_Accepted,User_53
Application_1290192129,O_Returned,User_102
Application_1291870846,A_Cancelled,User_60
Application_1292006843,A_Validating,User_7
Application_1292956867,A_Cancelled,User_60
Application_1293565393,A_Validating,User_7
Application_1294994633,A_Validating,User_115
Application_129913687,A_Cancelled,User_17
Application_1300146313,O_Cancelled,User_7
Application_1301618471,A_Validating,User_7
Application_1305019755,A_Cancelled,User_102
Application_1307267305,O_Cancelled,User_60
Application_1308123155,A_Cancelled,User_85
Application_1308473984,O_Cancelled,User_7
Application_131073860,O_Cancelled,User_7
Application_131125706,O_Cancelled,User_7
Application_1311947055,O_Cancelled,User_17
Application_1312170166,A_Validating,User_7
Application_1314908281,A_Validating,User_7
Application_1315999339,A_Accepted,User_8
Application_1316571687,O_Cancelled,User_85
Application_132049146,A_Cancelled,User_85
Application_1323431247,A_Cancelled,User_85
Application_1327704129,O_Cancelled,User_1
Application_1329924305,A_Cancelled,User_102
Application_1330910876,A_Validating,User_115
Application_1331108450,A_Cancelled,User_7
Application_1332541697,O_Cancelled,User_7
Application_1335456683,A_Validating,User_60
Application_1336478747,O_Cancelled,User_7
Application_1341618264,A_Cancelled,User_60
Application_1342079196,A_Validating,User_60
Application_1344635275,O_Cancelled,User_60
Application_1347338076,A_Denied,User_53
Application_1348888499,W_Assess potential fraud,User_143
Application_1349233572,A_Validating,User_7
Application_1352970596,A_Validating,User_7
Application_1354242264,A_Cancelled,User_60
Application_1355525986,A_Validating,User_60
Application_1356584653,O_Cancelled,User_7
Application_1359216041,A_Accepted,User_53
Application_1359726788,O_Returned,User_102
Application_136173194,A_Denied,User_53
Application_1363613938,O_Cancelled,User_7
Application_136602171,A_Denied,User_53
Application_1366581099,O_Cancelled,User_60
Application_1366595744,A_Cancelled,User_102
Application_1366846671,O_Cancelled,User_85
Application_1368044115,A_Validating,User_7
Application_1368065414,O_Cancelled,User_85
Application_1368977339,A_Cancelled,User_85
Application_1369825234,A_Validating,User_60
Application_1371149184,W_Call incomplete files,User_115
Application_1377673225,O_Cancelled,User_7
Application_1377765652,A_Validating,User_7
Application_1378387508,A_Validating,User_115
Application_1378798475,A_Denied,User_53
Application_1379173026,A_Cancelled,User_60
Application_1380868781,A_Cancelled,User_60
Application_1382399727,A_Accepted,User_53
Application_1383522757,A_Validating,User_60
Application_1383530613,O_Returned,User_115
Application_1383675481,O_Cancelled,User_7
Application_1386012914,A_Cancelled,User_60
Application_1387809089,A_Validating,User_60
Application_1389644287,O_Cancelled,User_60
Application_1389705988,A_Denied,User_115
Application_1391177014,O_Cancelled,User_1
Application_1391922975,A_Validating,User_60
Application_1392744244,A_Validating,User_7
Application_139314774,A_Validating,User_7
Application_1393793184,A_Validating,User_7
Application_1397177996,A_Accepted,User_53
Application_1397232541,A_Validating,User_7
Application_1398445330,A_Denied,User_53
Application_1398793539,A_Cancelled,User_60
Application_1400486786,O_Cancelled,User_60
Application_1400830743,A_Cancelled,User_102
Application_1401288440,O_Cancelled,User_7
Application_140236565,O_Cancelled,User_60
Application_1402552153,A_Cancelled,User_85
Application_1406102147,A_Validating,User_7
Application_1406423932,O_Cancelled,User_7
Application_1413432922,O_Cancelled,User_7
Application_1414262200,A_Validating,User_7
Application_1423390020,A_Validating,User_60
Application_1423903152,A_Validating,User_60
Application_1424505326,A_Cancelled,User_85
Application_1426042949,A_Accepted,User_53
Application_1431291004,A_Accepted,User_102
Application_1433728315,O_Cancelled,User_85
Application_1433932097,A_Accepted,User_39
Application_1437292525,A_Cancelled,User_60
Application_1437733107,A_Cancelled,User_60
Application_1437838501,O_Cancelled,User_7
Application_1442043587,A_Cancelled,User_60
Application_1442707430,A_Cancelled,User_60
Application_1442743235,A_Cancelled,User_60
Application_1442859871,A_Cancelled,User_60
Application_1445624231,A_Cancelled,User_102
Application_1447169405,A_Validating,User_60
Application_1449015953,A_Cancelled,User_60
Application_1453416633,A_Cancelled,User_85
Application_145479769,O_Returned,User_102
Application_1455219594,A_Cancelled,User_85
Application_145614122,A_Validating,User_60
Application_1456197334,A_Accepted,User_53
Application_145673691,A_Accepted,User_8
Application_145943194,A_Cancelled,User_8
Application_1459565304,O_Cancelled,User_85
Application_1460064458,O_Cancelled,User_7
Application_1460077602,O_Cancelled,User_7
Application_1461429645,O_Cancelled,User_7
Application_1461650968,O_Cancelled,User_7
Application_1464932336,O_Returned,User_102
Application_1465837360,O_Cancelled,User_60
Application_1467390663,W_Assess potential fraud,User_143
Application_1468317116,A_Cancelled,User_85
Application_1470446509,A_Denied,User_53
Application_1474144091,O_Cancelled,User_60
Application_1474761909,O_Cancelled,User_7
Application_1475131206,O_Cancelled,User_7
Application_1481555746,A_Cancelled,User_60
Application_1481699232,A_Validating,User_7
Application_1483370714,A_Cancelled,User_60
Application_1484280125,O_Cancelled,User_85
Application_1485872413,O_Cancelled,User_60
Application_1486025008,A_Validating,User_7
Application_1486836461,O_Cancelled,User_7
Application_148729229,O_Create Offer,User_102
Application_1488933214,O_Cancelled,User_102
Application_1495511119,O_Cancelled,User_7
Application_1496592829,A_Cancelled,User_102
Application_1497071850,W_Call incomplete files,User_115
Application_1497210357,A_Accepted,User_8
Application_1497423600,A_Cancelled,User_102
Application_1498852039,A_Validating,User_7
Application_1499077406,A_Cancelled,User_85
Application_1499191765,A_Validating,User_60
Application_1499770935,O_Cancelled,User_7
Application_150041336,O_Cancelled,User_7
Application_1501335173,A_Accepted,User_102
Application_1501706962,A_Validating,User_39
Application_1504753021,O_Cancelled,User_7
Application_1505681170,A_Validating,User_7
Application_1506182020,A_Denied,User_39
Application_1507560449,A_Accepted,User_53
Application_1507847905,A_Validating,User_7
Application_1508411195,O_Cancelled,User_7
Application_1508469719,A_Validating,User_7
Application_1510685409,A_Validating,User_85
Application_1512331067,A_Denied,User_53
Application_1515175359,A_Accepted,User_53
Application_1515669954,O_Returned,User_115
Application_1517745031,A_Validating,User_7
Application_1517805334,W_Call incomplete files,User_115
Application_1518691055,A_Validating,User_60
Application_1519307177,O_Cancelled,User_7
Application_1524980199,A_Validating,User_60
Application_1526559453,O_Cancelled,User_53
Application_152677835,A_Cancelled,User_7
Application_152693083,A_Accepted,User_53
Application_1527986766,A_Validating,User_60
Application_1527993766,O_Cancelled,User_7
Application_1529354680,A_Cancelled,User_60
Application_1532233038,A_Cancelled,User_7
Application_1533302760,A_Cancelled,User_60
Application_153423780,A_Validating,User_115
Application_1536004894,A_Accepted,User_53
Application_1538129293,A_Cancelled,User_102
Application_1538131961,O_Cancelled,User_7
Application_153968095,O_Cancelled,User_7
Application_1540261130,A_Denied,User_53
Application_1540988654,A_Validating,User_7
Application_1541874294,O_Cancelled,User_7
Application_1543050317,O_Cancelled,User_85
Application_1548848821,O_Cancelled,User_7
Application_1552337149,A_Validating,User_7
Application_1552373930,A_Denied,User_53
Application_1554928307,O_Cancelled,User_102
Application_1555229754,A_Cancelled,User_60
Application_1555572507,A_Cancelled,User_60
Application_1556045942,O_Cancelled,User_7
Application_1556330253,A_Cancelled,User_7
Application_1557962266,A_Validating,User_17
Application_1560388677,A_Validating,User_115
Application_1563010304,A_Cancelled,User_102
Application_1563442669,A_Cancelled,User_60
Application_156690336,O_Cancelled,User_7
Application_1567155167,A_Cancelled,User_60
Application_1567796271,A_Validating,User_115
Application_1567894569,A_Denied,User_53
Application_1568283697,O_Cancelled,User_39
Application_1568847798,A_Cancelled,User_102
Application_1569156673,A_Validating,User_60
Application_157101926,A_Validating,User_7
Application_1572099344,O_Cancelled,User_7
Application_1572847379,O_Cancelled,User_102
Application_1574666956,A_Validating,User_60
Application_1575429255,A_Denied,User_102
Application_1576455879,A_Validating,User_7
Application_1581286194,A_Denied,User_53
Application_1582126646,A_Cancelled,User_102
Application_1586014327,A_Validating,User_60
Application_1588502303,A_Denied,User_7
Application_1590046911,A_Cancelled,User_102
Application_1590922232,O_Cancelled,User_115
Application_1591827409,A_Validating,User_115
Application_1593334678,A_Accepted,User_39
Application_1596977845,W_Assess potential fraud,User_143
Application_1597571599,A_Validating,User_7
Application_1600137092,A_Denied,User_7
Application_1601392433,A_Validating,User_7
Application_1602939504,O_Cancelled,User_60
Application_1603857838,A_Validating,User_7
Application_1604182310,O_Cancelled,User_7
Application_160568748,A_Cancelled,User_60
