case:concept:name,Next_activity,Next_resource
Application_1003257895,O_Cancelled,User_102
Application_1005586643,O_Cancelled,User_39
Application_1006347888,A_Cancelled,User_102
Application_1006959642,A_Cancelled,User_60
Application_1007607428,O_Cancelled,User_39
Application_1009327734,A_Cancelled,User_60
Application_1009466765,A_Cancelled,User_60
Application_1011122543,O_Cancelled,User_102
Application_1012566167,A_Cancelled,User_60
Application_1014917757,A_Cancelled,User_60
Application_1015666669,A_Cancelled,User_60
Application_1017828639,A_Cancelled,User_60
Application_1018407971,A_Cancelled,User_60
Application_1018538193,A_Cancelled,User_60
Application_1019469082,A_Cancelled,User_60
Application_1019603677,O_Cancelled,User_53
Application_1021365915,A_Cancelled,User_60
Application_1023449033,O_Cancelled,User_102
Application_1024769381,A_Cancelled,User_60
Application_1025923370,A_Cancelled,User_60
Application_1030024656,O_Cancelled,User_102
Application_1030416681,O_Cancelled,User_39
Application_1031153001,O_Cancelled,User_39
Application_1033756531,O_Cancelled,User_7
Application_1034064300,O_Cancelled,User_7
Application_1038386825,A_Cancelled,User_60
Application_1042621630,A_Denied,User_53
Application_1043223939,O_Cancelled,User_102
Application_1048806756,O_Cancelled,User_7
Application_1049246293,O_Cancelled,User_53
Application_1049972821,A_Cancelled,User_60
Application_1051554620,A_Cancelled,User_102
Application_1052613502,A_Cancelled,User_102
Application_1053061342,A_Cancelled,User_60
Application_1053321873,A_Denied,User_53
Application_1053998899,A_Cancelled,User_60
Application_1056882365,A_Cancelled,User_60
Application_1057803878,O_Cancelled,User_17
Application_1059555811,O_Cancelled,User_85
Application_1061755455,A_Cancelled,User_102
Application_1062571933,A_Cancelled,User_60
Application_1064627620,A_Cancelled,User_60
Application_1067807240,A_Cancelled,User_60
Application_1067848631,O_Cancelled,User_39
Application_1068398029,A_Cancelled,User_60
Application_107006704,A_Cancelled,User_60
Application_1070668503,A_Cancelled,User_60
Application_1072222879,A_Cancelled,User_7
Application_1072363196,A_Denied,User_7
Application_1072478001,A_Cancelled,User_60
Application_1073868127,A_Cancelled,User_60
Application_1076081955,O_Cancelled,User_39
Application_1078909751,O_Cancelled,User_7
Application_1085126063,,
Application_1086233807,O_Cancelled,User_102
Application_1089034603,O_Cancelled,User_102
Application_1089717788,A_Cancelled,User_60
Application_1091033446,A_Cancelled,User_60
Application_1091041991,O_Cancelled,User_7
Application_1091351729,A_Cancelled,User_60
Application_1091883536,,
Application_1096345356,A_Cancelled,User_102
Application_1097190039,A_Cancelled,User_102
Application_109814885,,
Application_1100173647,W_Call incomplete files,User_115
Application_1100597277,O_Cancelled,User_7
Application_1104335525,O_Cancelled,User_7
Application_1104955032,O_Cancelled,User_102
Application_1107241983,A_Cancelled,User_60
Application_1111458873,,
Application_1113168636,,
Application_1115931571,O_Returned,User_115
Application_1116524301,O_Cancelled,User_7
Application_1116993944,O_Cancelled,User_102
Application_1119407054,O_Cancelled,User_7
Application_1121197235,A_Cancelled,User_60
Application_1122983853,O_Cancelled,User_7
Application_1126832024,A_Cancelled,User_102
Application_1127250936,O_Cancelled,User_7
Application_1127956985,A_Cancelled,User_60
Application_1129276294,O_Cancelled,User_53
Application_1131111908,O_Cancelled,User_53
Application_1131263580,O_Cancelled,User_7
Application_1132834033,O_Returned,User_115
Application_1133030829,O_Cancelled,User_7
Application_1136323889,A_Cancelled,User_60
Application_1136568641,O_Cancelled,User_53
Application_1139959523,A_Cancelled,User_60
Application_1142548986,O_Cancelled,User_60
Application_1143217229,,
Application_1143890425,O_Cancelled,User_39
Application_1144672891,A_Denied,User_53
Application_1149655953,A_Cancelled,User_60
Application_1150495041,O_Cancelled,User_7
Application_1152955170,A_Cancelled,User_60
Application_1154252514,O_Cancelled,User_7
Application_1155070210,O_Cancelled,User_102
Application_1157728848,O_Cancelled,User_102
Application_1158871047,O_Cancelled,User_7
Application_1160839680,O_Cancelled,User_7
Application_116364671,O_Cancelled,User_7
Application_116416466,O_Cancelled,User_7
Application_1166230182,A_Cancelled,User_102
Application_1166306573,A_Cancelled,User_60
Application_1167813329,,
Application_1168708378,A_Cancelled,User_60
Application_1169258361,O_Cancelled,User_7
Application_1169725538,O_Cancelled,User_53
Application_117027249,O_Cancelled,User_7
Application_117449589,A_Cancelled,User_60
Application_11785385,A_Cancelled,User_60
Application_1182795681,O_Cancelled,User_102
Application_1192159171,,
Application_1194303360,A_Cancelled,User_60
Application_1195434598,,
Application_1205144249,A_Cancelled,User_7
Application_1206188048,A_Denied,User_53
Application_1206551699,A_Denied,User_102
Application_1206679861,O_Cancelled,User_102
Application_1207230380,A_Cancelled,User_102
Application_120793083,O_Cancelled,User_17
Application_1209676119,O_Cancelled,User_7
Application_1213916582,A_Cancelled,User_60
Application_121641518,A_Cancelled,User_60
Application_121729357,O_Cancelled,User_7
Application_1218695611,A_Cancelled,User_60
Application_1219772874,,
Application_1225687747,O_Cancelled,User_102
Application_1227690400,A_Cancelled,User_60
Application_1228722182,O_Cancelled,User_39
Application_1228813193,A_Cancelled,User_60
Application_1229707182,O_Cancelled,User_7
Application_1237040955,O_Cancelled,User_39
Application_1237983321,A_Cancelled,User_60
Application_1238132318,A_Cancelled,User_60
Application_1238606249,O_Cancelled,User_7
Application_1241541074,O_Cancelled,User_17
Application_1242496593,O_Cancelled,User_102
Application_1245226697,O_Cancelled,User_53
Application_1248061466,O_Cancelled,User_17
Application_1250179725,A_Cancelled,User_60
Application_1252245787,A_Cancelled,User_60
Application_1255041116,A_Cancelled,User_60
Application_1257348081,A_Cancelled,User_60
Application_1261480447,,
Application_1262350889,O_Returned,User_115
Application_1262548993,A_Cancelled,User_102
Application_126523834,O_Cancelled,User_7
Application_1265495164,O_Cancelled,User_7
Application_1266086453,A_Cancelled,User_60
Application_1266450550,A_Cancelled,User_60
Application_1268626834,,
Application_1271823802,O_Cancelled,User_17
Application_1278510625,O_Cancelled,User_7
Application_1278888452,A_Cancelled,User_60
Application_127926903,O_Cancelled,User_102
Application_1280427249,A_Cancelled,User_60
Application_1280500254,A_Cancelled,User_102
Application_1281205543,O_Cancelled,User_53
Application_1283592554,A_Cancelled,User_60
Application_1284796330,O_Cancelled,User_102
Application_1285125915,O_Cancelled,User_102
Application_1285655984,O_Cancelled,User_1
Application_1287947132,A_Cancelled,User_60
Application_1289259959,,
Application_1290192129,,
Application_1291870846,A_Cancelled,User_60
Application_1292006843,A_Cancelled,User_60
Application_1292956867,A_Cancelled,User_60
Application_1293565393,A_Cancelled,User_60
Application_1294994633,A_Cancelled,User_60
Application_129913687,A_Cancelled,User_60
Application_1300146313,O_Cancelled,User_7
Application_1301618471,A_Cancelled,User_60
Application_1305019755,A_Cancelled,User_102
Application_1307267305,O_Cancelled,User_7
Application_1308123155,A_Cancelled,User_60
Application_1308473984,O_Cancelled,User_7
Application_131073860,O_Cancelled,User_1
Application_131125706,O_Cancelled,User_7
Application_1311947055,O_Cancelled,User_17
Application_1312170166,A_Denied,User_53
Application_1314908281,A_Cancelled,User_7
Application_1315999339,,
Application_1316571687,A_Cancelled,User_60
Application_132049146,A_Cancelled,User_60
Application_1323431247,A_Cancelled,User_60
