case:concept:name,pred_outcome,pred_sigmoid_mm_time,pred_uncertainty
Application_1003257895,0.09404934425500285,0.17697893174023993,0.13481632553791517
Application_1005586643,0.1737871734256897,0.1851984048807962,0.24749293392838917
Application_1006347888,0.5824136750226567,0.3189840371196338,0.21439507839437147
Application_1006959642,0.4471142334603911,0.2900072540827911,0.24361500984798487
Application_1007607428,0.008072890357801621,0.12077879804523081,0.1455195031182481
Application_1009327734,0.033452813386149235,0.04249563283782398,0.07120363631981656
Application_1009466765,0.009924187114358333,0.1447135725651478,0.15628349907321132
Application_1011122543,0.008059190569420128,0.14129560236409813,0.15930831973005466
Application_1012566167,0.48666780169309687,0.28861455097860106,0.24385161007179565
Application_1014917757,0.40458566812499164,0.278722859722387,0.15015497851767082
Application_1015666669,0.007771377920558892,0.12594502006590808,0.13594091583564477
Application_1017828639,0.062125797217554235,-0.000757979485060345,0.05049159111511243
Application_1018407971,0.01651024836858601,0.19796270623799145,0.19186290415717996
Application_1018538193,0.5079640458761772,0.27045932486401403,0.19536784167061963
Application_1019469082,0.49398389620450844,0.31142498802088514,0.23804958874127083
Application_1019603677,0.7541547013015477,0.3192394784969614,0.23379277739942148
Application_1021365915,0.8592729733946046,0.13068417506544375,0.16920943933545954
Application_1023449033,0.2388887423954969,0.36077361094571825,0.20966981540718954
Application_1024769381,0.520187852495568,0.3239491486672096,0.25318368272602343
Application_1025923370,0.47227060421308503,0.30763794175740644,0.26324590002141235
Application_1030024656,0.47450300703139503,0.3743654693994863,0.2294207745020046
Application_1030416681,0.0040976773468181325,0.7181777668450242,0.013276048831453231
Application_1031153001,0.07807150674801011,0.2464152339712849,0.22744175000427136
Application_1033756531,0.670482183630847,0.42117401294968615,0.2680155524024412
Application_1034064300,0.013141668282918698,0.14664908239442173,0.1508905013559403
Application_1038386825,0.8506586188870969,0.2991305189961707,0.19482741456697383
Application_1042621630,0.8377858486576806,0.1113247289007244,0.1559752389881048
Application_1043223939,0.0585783587772461,0.2065675365273717,0.18285974481322104
Application_1048806756,0.0343446671068551,0.607479267151507,0.07621594228483686
Application_1049246293,0.007981097037033587,0.6826319171710121,0.07025900062984573
Application_1049972821,0.005869752081519988,0.19624126649151474,0.14315636677911048
Application_1051554620,0.3545464791893644,0.28323187859256593,0.22949570487107057
Application_1052613502,0.5817670748696189,0.30773623322653465,0.22483745817382392
Application_1053061342,0.02097552388525687,0.18932592292640288,0.16196889619531019
Application_1053321873,0.7746083562339584,0.08018190255628618,0.1440728304796513
Application_1053998899,0.6680442930824454,0.16154528289868927,0.17825944237767632
Application_1056882365,0.5553823200275396,0.3246878139756865,0.23775228237978518
Application_1057803878,0.5197442795941702,0.30335307046632964,0.2362114772438894
Application_1059555811,0.12057537242752189,0.23074102892524376,0.19130927293558161
Application_1061755455,0.5858386120115133,0.33100458691262846,0.22109172465529942
Application_1062571933,0.511795771406219,0.36646816750759376,0.21064278562042296
Application_1064627620,0.8391753341806489,0.30727911678408143,0.19769491351965032
Application_1067807240,0.07739158317235856,0.26457674800844333,0.27097889787985646
Application_1067848631,0.05186314703266053,0.1916883330859983,0.21994507331127844
Application_1068398029,0.024307457837883926,0.030831593332812546,0.045450698635833786
Application_107006704,0.7498711023481417,0.381458936281569,0.23232389200558687
Application_1070668503,0.02796355392460407,0.14421323817462037,0.15105799773691894
Application_1072222879,0.010140738319276244,0.6972259693056035,0.037210893347286986
Application_1072363196,0.02905966085510488,0.028200411831798222,0.050417227416545876
Application_1072478001,0.845735190321826,0.24631711641374915,0.17848447102497098
Application_1073868127,0.5193030897636071,0.30941740429935743,0.22853233687239136
Application_1076081955,0.7062319965379236,0.3594246708887827,0.21931258941878193
Application_1078909751,0.0024644178119486624,0.7304683362949952,0.01381231318251266
Application_1085126063,0.27324669454167694,0.5127925769393875,0.30760237886895686
Application_1086233807,0.14182035768531542,0.24825830810198185,0.2731826801261997
Application_1089034603,0.012729380191703287,0.1540131320948946,0.1752298225552273
Application_1089717788,0.011703315402747116,0.16986331542487274,0.17899871913143986
Application_1091033446,0.5666787648020247,0.28718251912005965,0.23416413614910472
Application_1091041991,0.06615712019749426,0.28511651792336545,0.2083893121892606
Application_1091351729,0.002123486490448954,0.7159874046651031,0.02148333409266668
Application_1091883536,0.2581747460433183,0.39513512342486345,0.29803620219440663
Application_1096345356,0.012108450505319597,0.16202151500784495,0.14034906222714355
Application_1097190039,0.26901843867363673,0.18454382681230425,0.20555832373145405
Application_109814885,0.5132559605737664,0.47832568859002544,0.31826459667445256
Application_1100173647,0.787673061945937,0.08879008502297461,0.14973706406293558
Application_1100597277,0.013762387449165176,0.16589040655383167,0.18615480886005956
Application_1104335525,0.07289595016389173,0.6685094750071797,0.028711478575032062
Application_1104955032,0.7158511952376573,0.35198336507427097,0.25812072168461286
Application_1107241983,0.20884626591644032,0.1749625044979406,0.2279208057623747
Application_1111458873,0.25220972643031697,0.3875681293093952,0.32747228034602766
Application_1113168636,0.2533824759740646,0.4252933394415782,0.3387693162538677
Application_1115931571,0.8363383591618085,0.12430883377435636,0.17308966434590406
Application_1116524301,0.49307680139308363,0.311234665303933,0.16325148170691314
Application_1116993944,0.5945747053097287,0.34841773494249123,0.22320612338196316
Application_1119407054,0.025274637469734854,0.19490365324024844,0.16083313023398133
Application_1121197235,0.8172815573793366,0.14032016468686026,0.17620404122683142
Application_1122983853,0.4545748075431979,0.35577690305615817,0.28286600077869856
Application_1126832024,0.5830153433446914,0.3284462637820045,0.22135241876959105
Application_1127250936,0.12352334665703131,0.2860722544790699,0.2555061660614392
Application_1127956985,0.737578495296753,0.3159479203657344,0.22949498354524786
Application_1129276294,0.02572876235599896,0.006346382766624914,0.06343082590545032
Application_1131111908,0.03131708663904946,0.30809170814005216,0.05013068806162392
Application_1131263580,0.003813970259353142,0.7196377733580586,0.014124371864121514
Application_1132834033,0.780258252139602,0.11367951508331489,0.17236541124764687
Application_1133030829,0.5599639102407082,0.29626547941919235,0.23116619100744057
Application_1136323889,0.00230552382684055,0.709722738355566,0.017386108299041775
