case:concept:name,recommendation:act,recommendation:res,reason
20182005961,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20189008206,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
201810011081,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
201810011583,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
201812005779,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
201812009556,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191002216,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191002211,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191002920,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191003000,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191004909,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191005347,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20191005769,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191006585,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191006110,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191006880,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191006784,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191008720,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191009850,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
201812004921,Pending Liquidation Request,BOCSER,not_reachable_from_replayed_prefix_marking
20191010159,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20191008862,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20191011556,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20191011749,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20191012121,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191011739,Service closure Request with network responsibility,00767,not_reachable_from_replayed_prefix_marking
20191012175,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20191012427,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191012225,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20191012759,Evaluating Request (WITH registered letter),00045,not_reachable_from_replayed_prefix_marking
20191013212,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191013349,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20191013681,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20191013718,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191013545,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191013582,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20191013855,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191009021,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20191014172,Evaluating Request (WITH registered letter),00045,not_reachable_from_replayed_prefix_marking
20191009841,Authorization Requested,00767,not_reachable_from_replayed_prefix_marking
20191013611,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191014288,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20191013663,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191014190,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
