case:concept:name,Next_activity,Next_resource
201810001660,Pending Liquidation Request,BOC
201810002650,Pending Request for Reservation Closure,BOCSER
201810006512,Pending Request for Reservation Closure,BOCSER
201810008108,Pending Liquidation Request,BOC
201810008268,Authorization Requested,00045
201810008485,Pending Liquidation Request,BOC
201810008899,Pending Liquidation Request,BOC
20181000902,Pending Request for Reservation Closure,BOC
201810010740,Pending Request for Reservation Closure,BOCSER
201810011081,Service closure Request with network responsibility,SB32
201810011583,Pending Request for Reservation Closure,BOCSER
20181012611,Pending Request for Reservation Closure,BOC
20181013679,Evaluating Request (WITH registered letter),00926
201811000205,Authorization Requested,BOC
201811001580,Service closure Request with BO responsibility,BOCSER
201811001889,Service closure Request with network responsibility,SB32
201811002881,Service closure Request with BO responsibility,BOC
201811003327,Pending Request for Reservation Closure,BOC
201811003911,Pending Request for Reservation Closure,BOCSER
201811004163,Pending Request for Reservation Closure,BOCCRF
201811004205,Pending Request for Reservation Closure,BOCSER
201811004338,Service closure Request with network responsibility,00057
201811005226,Pending Request for Reservation Closure,BOCCRF
201811005422,Evaluating Request (WITH registered letter),00491
201811005747,Pending Request for acquittance of heirs,BOC
201811005954,Service closure Request with BO responsibility,BOC
201811006467,Pending Liquidation Request,BOC
201811006674,Evaluating Request (WITH registered letter),SB32
201811006982,Pending Liquidation Request,BOCCRF
201811007401,Evaluating Request (NO registered letter),00728
201811008100,Service closure Request with BO responsibility,00854
201811008330,Pending Request for Reservation Closure,BOCSER
201811008338,Evaluating Request (NO registered letter),SB32
201811008394,Pending Liquidation Request,BOC
201811008598,Evaluating Request (WITH registered letter),00491
201811008631,Authorization Requested,00624
201811008634,Evaluating Request (WITH registered letter),00613
201811009132,Authorization Requested,BOC
201811009434,Evaluating Request (NO registered letter),SB32
201811009590,Pending Liquidation Request,BOC
201811009800,Pending Request for Reservation Closure,BOCSER
201811010119,Pending Liquidation Request,BOC
201811010142,Pending Liquidation Request,BOC
201811010681,Pending Request for Reservation Closure,BOCSER
201811010732,Authorization Requested,00045
201811011699,Pending Request for Reservation Closure,BOCSER
201811011715,Pending Request for Reservation Closure,BOCSER
201811011742,Pending Request for Reservation Closure,BOCSER
201811011907,Authorization Requested,00722
201811011916,Service closure Request with BO responsibility,BOC
201812000179,Pending Request for Reservation Closure,BOCSER
201812000181,Pending Request for Reservation Closure,BOCSER
201812000186,Evaluating Request (WITH registered letter),00613
201812000605,Service closure Request with BO responsibility,BOC
201812000606,Service closure Request with BO responsibility,00854
201812000900,Pending Request for Reservation Closure,BOC
201812002344,Evaluating Request (WITH registered letter),SB46
