case:concept:name,Next_activity,Next_resource
201810001660,Request completed with account closure,BOCSER
201810002650,,
201810006512,Service closure Request with BO responsibility,00851
201810008108,Request completed with account closure,BOCSER
201810008268,Service closure Request with BO responsibility,BOC
201810008485,Pending Liquidation Request,BOCSER
201810008899,Pending Liquidation Request,BOC
20181000902,Pending Request for Reservation Closure,BOCSER
201810010740,Service closure Request with BO responsibility,BOC
201810011081,Service closure Request with BO responsibility,BOC
201810011583,Service closure Request with BO responsibility,BOC
20181012611,Service closure Request with BO responsibility,BOCSER
20181013679,Pending Request for Reservation Closure,BOCSER
201811000205,Service closure Request with BO responsibility,BOC
201811001580,Service closure Request with BO responsibility,BOC
201811001889,Service closure Request with BO responsibility,BOC
201811002881,Service closure Request with BO responsibility,BOC
201811003327,Pending Request for Reservation Closure,BOCSER
201811003911,Service closure Request with BO responsibility,BOC
201811004163,Pending Request for Reservation Closure,BOC
201811004205,Service closure Request with BO responsibility,BOCSER
201811004338,Service closure Request with BO responsibility,BOCSER
201811005226,Pending Request for Reservation Closure,BOCSER
201811005422,Service closure Request with BO responsibility,BOC
201811005747,,
201811005954,Service closure Request with BO responsibility,BOCSER
201811006467,Request completed with account closure,BOCSER
201811006674,Service closure Request with BO responsibility,00828
201811006982,Pending Liquidation Request,BOC
201811007401,Service closure Request with BO responsibility,00842
201811008100,Service closure Request with network responsibility,00025
201811008330,,
201811008338,Service closure Request with BO responsibility,00848
201811008394,,
201811008598,Service closure Request with BO responsibility,BOC
201811008631,Service closure Request with BO responsibility,BOCSER
201811008634,Service closure Request with BO responsibility,BOC
201811009132,Service closure Request with BO responsibility,BOC
201811009434,Service closure Request with BO responsibility,BOC
201811009590,Request completed with account closure,BOCSER
201811009800,Service closure Request with BO responsibility,BOCSER
201811010119,,
201811010142,Request completed with account closure,BOCSER
201811010681,,
201811010732,Service closure Request with BO responsibility,00848
201811011699,Service closure Request with BO responsibility,BOC
201811011715,Service closure Request with BO responsibility,BOC
201811011742,Service closure Request with BO responsibility,BOCSER
