case:concept:name,Next_activity,Next_resource
201810001660,,
201810002650,Pending Request for Reservation Closure,BOC
201810006512,Pending Request for Reservation Closure,BOC
201810008108,,
201810008268,Service closure Request with BO responsibility,BOC
201810008485,Pending Liquidation Request,BOCSER
201810008899,,
20181000902,,
201810010740,Service closure Request with BO responsibility,BOC
201810011081,Pending Request for Reservation Closure,BOC
201810011583,Service closure Request with BO responsibility,BOCSER
20181012611,Service closure Request with BO responsibility,00854
20181013679,Pending Request for Reservation Closure,BOC
201811000205,Evaluating Request (NO registered letter),00613
201811001580,Pending Request for Reservation Closure,BOCSER
201811001889,Pending Request for Reservation Closure,BOC
201811002881,Evaluating Request (WITH registered letter),00728
201811003327,,
201811003911,Service closure Request with BO responsibility,00854
201811004163,Service closure Request with network responsibility,SB32
201811004205,Pending Request for Reservation Closure,BOC
201811004338,Pending Request for Reservation Closure,BOC
201811005226,Pending Request for Reservation Closure,BOCSER
201811005422,Evaluating Request (NO registered letter),00047
201811005747,Pending Request for Reservation Closure,BOC
201811005954,Evaluating Request (WITH registered letter),00728
201811006467,,
201811006674,Service closure Request with BO responsibility,BOC
201811006982,Pending Liquidation Request,BOC
201811007401,Authorization Requested,00926
201811008100,Service closure Request with BO responsibility,BOCSER
201811008330,Pending Request for Reservation Closure,BOC
201811008338,Evaluating Request (WITH registered letter),00926
201811008394,Pending Request for acquittance of heirs,BOC
201811008598,Evaluating Request (NO registered letter),00613
201811008631,Service closure Request with BO responsibility,BOCSER
201811008634,Authorization Requested,BOC
201811009132,Authorization Requested,SB32
201811009434,Service closure Request with BO responsibility,00848
201811009590,Pending Liquidation Request,BOCSER
201811009800,Pending Request for Reservation Closure,BOC
201811010119,Pending Request for acquittance of heirs,BOC
201811010142,Pending Liquidation Request,BOCSER
201811010681,Pending Request for Reservation Closure,BOC
201811010732,Evaluating Request (WITH registered letter),00045
201811011699,Service closure Request with BO responsibility,BOCSER
201811011715,Service closure Request with BO responsibility,BOC
201811011742,Pending Request for Reservation Closure,BOC
201811011907,Authorization Requested,BOC
201811011916,Service closure Request with BO responsibility,00837
201812000179,Pending Request for Reservation Closure,BOC
201812000181,Pending Request for Reservation Closure,BOC
201812000186,Evaluating Request (NO registered letter),SB32
201812000605,Service closure Request with network responsibility,00025
201812000606,Service closure Request with network responsibility,00045
201812000900,Service closure Request with BO responsibility,BOC
201812002344,Service closure Request with BO responsibility,BOCSER
201812002552,Service closure Request with BO responsibility,00854
201812002630,Pending Request for Reservation Closure,BOC
201812002677,Pending Request for Reservation Closure,BOC
201812002837,Pending Request for Reservation Closure,BOC
201812002893,Service closure Request with BO responsibility,BOC
201812003039,Service closure Request with BO responsibility,BOC
201812003088,,
201812003287,Pending Request for acquittance of heirs,BOC
201812004065,Pending Liquidation Request,BOCSER
201812004155,Service closure Request with BO responsibility,BOC
201812004198,Pending Liquidation Request,BOCSER
201812004271,Service closure Request with BO responsibility,00848
201812004422,Pending Liquidation Request,BOC
201812004433,Service closure Request with BO responsibility,BOCSER
201812004478,Pending Request for Reservation Closure,BOC
201812004552,Service closure Request with BO responsibility,00854
201812004625,Pending Liquidation Request,BOCSER
201812004772,Pending Request for Reservation Closure,BOC
201812004817,,
201812004871,Authorization Requested,00613
201812004921,,
201812005259,Service closure Request with BO responsibility,BOC
201812005350,Pending Liquidation Request,BOCSER
201812005402,Pending Request for Reservation Closure,BOC
201812005434,Service closure Request with BO responsibility,BOCSER
201812005461,Service closure Request with BO responsibility,00848
201812005659,Pending Request for Reservation Closure,BOC
201812005779,Pending Request for Reservation Closure,BOC
201812005853,,
201812005862,Service closure Request with BO responsibility,BOC
201812005898,,
201812006094,Pending Request for Reservation Closure,BOC
201812006124,Service closure Request with BO responsibility,00848
201812006485,Service closure Request with BO responsibility,00854
201812006628,Service closure Request with BO responsibility,BOCSER
201812006707,Pending Liquidation Request,BOC
201812006755,,
201812006820,Service closure Request with network responsibility,00015
201812006824,Service closure Request with network responsibility,00004
201812007245,Service closure Request with BO responsibility,00854
201812007280,Pending Request for Reservation Closure,BOC
201812007319,Service closure Request with BO responsibility,00852
201812007397,Pending Request for Reservation Closure,BOC
201812007439,,
201812007654,Service closure Request with BO responsibility,00848
201812007664,Service closure Request with BO responsibility,00848
201812007718,,
201812007723,Pending Request for Reservation Closure,BOC
201812007727,Pending Request for Reservation Closure,BOC
201812007780,Pending Liquidation Request,BOC
201812007788,Service closure Request with BO responsibility,BOC
201812007839,Pending Request for Reservation Closure,BOC
201812007853,Service closure Request with BO responsibility,BOC
201812008090,Pending Liquidation Request,BOC
201812008149,,
201812008346,Pending Request for acquittance of heirs,BOC
201812008642,Service closure Request with BO responsibility,BOC
201812008657,,
201812008694,Pending Request for Reservation Closure,BOC
201812008702,Service closure Request with BO responsibility,BOC
201812008708,Service closure Request with BO responsibility,BOC
201812008800,Pending Request for Reservation Closure,BOC
201812008953,Pending Liquidation Request,BOCSER
201812009363,,
201812009485,Pending Request for Reservation Closure,BOC
201812009515,Pending Request for Reservation Closure,BOC
201812009556,Service closure Request with BO responsibility,BOCSER
201812009573,,
201812009645,Evaluating Request (WITH registered letter),SB32
201812009682,Service closure Request with BO responsibility,BOC
201812009703,Pending Request for acquittance of heirs,BOC
201812009725,Pending Liquidation Request,BOC
201812009750,Pending Request for Reservation Closure,BOC
201812009753,Service closure Request with BO responsibility,00854
20182005961,,
20182009106,,
20183007131,Pending Liquidation Request,BOCSER
20184001796,Pending Request for Reservation Closure,BOC
20185003342,Pending Liquidation Request,BOC
20186002647,Pending Liquidation Request,BOCSER
20186005840,Service closure Request with BO responsibility,00854
20186007767,Service closure Request with network responsibility,SB32
20187001795,Service closure Request with BO responsibility,BOC
20187002397,,
20187003190,Authorization Requested,00047
20187003641,Service closure Request with BO responsibility,BOC
20187006392,Service closure Request with BO responsibility,00848
20187006846,Pending Request for Reservation Closure,BOC
20187007250,Pending Liquidation Request,BOCSER
20187010782,Pending Request for Reservation Closure,BOC
20188002087,Pending Request for Reservation Closure,BOC
20188002441,Pending Request for Reservation Closure,BOCSER
20188002645,Evaluating Request (NO registered letter),00728
20188005486,Evaluating Request (WITH registered letter),00045
20189001829,,
20189003084,Pending Request for Reservation Closure,BOC
20189003486,Service closure Request with BO responsibility,00854
20189004803,Service closure Request with BO responsibility,BOC
20189006540,Pending Liquidation Request,BOCSER
20189007102,Service closure Request with BO responsibility,BOCSER
20189007821,Evaluating Request (WITH registered letter),00015
20189007982,Service closure Request with BO responsibility,BOC
20189008206,Service closure Request with network responsibility,00234
20189009645,,
20191000037,,
20191000127,,
20191000242,Pending Request for Reservation Closure,BOCSER
20191000255,Service closure Request with BO responsibility,00854
20191000260,Authorization Requested,00613
20191000269,Evaluating Request (WITH registered letter),00594
20191000366,Authorization Requested,SB32
20191000380,,
20191000382,Service closure Request with BO responsibility,00854
20191000433,Pending Request for Reservation Closure,BOC
20191000490,Pending Request for Reservation Closure,BOC
20191000535,Pending Liquidation Request,BOC
20191000546,Pending Request for Reservation Closure,BOC
20191000553,Pending Liquidation Request,BOC
20191000568,Service closure Request with BO responsibility,00854
20191000676,Pending Request for Reservation Closure,BOC
20191000751,Service closure Request with BO responsibility,00854
20191000782,Evaluating Request (NO registered letter),00613
20191000845,,
20191000920,Pending Liquidation Request,BOC
20191000928,Pending Liquidation Request,BOC
20191000957,Pending Request for Reservation Closure,BOC
20191001061,Service closure Request with BO responsibility,00854
20191001073,Pending Liquidation Request,BOCSER
20191001178,Pending Liquidation Request,BOCSER
20191001209,Pending Request for Reservation Closure,BOC
20191001270,Pending Request for acquittance of heirs,BOC
20191001457,Service closure Request with BO responsibility,BOCSER
20191001560,Service closure Request with BO responsibility,00848
20191001584,,
20191001595,Pending Request for Reservation Closure,BOC
20191001604,Pending Liquidation Request,BOCSER
20191001611,Pending Liquidation Request,BOCSER
20191001699,Service closure Request with BO responsibility,00854
20191001826,Evaluating Request (NO registered letter),00491
20191001846,Pending Request for Reservation Closure,BOC
20191001877,Service closure Request with BO responsibility,00854
20191001909,Pending Request for Reservation Closure,BOC
20191001991,,
20191001992,Authorization Requested,00045
20191002027,Pending Request for Reservation Closure,BOC
20191002029,Pending Request for acquittance of heirs,BOC
20191002074,Pending Liquidation Request,BOCSER
20191002078,Pending Liquidation Request,BOCSER
20191002091,Pending Request for acquittance of heirs,BOC
20191002111,Service closure Request with BO responsibility,BOC
20191002163,Pending Liquidation Request,BOC
20191002211,Service closure Request with BO responsibility,BOCSER
20191002216,Service closure Request with BO responsibility,BOCSER
20191002277,Pending Liquidation Request,BOCSER
20191002297,Evaluating Request (NO registered letter),SB32
20191002394,,
20191002483,Pending Request for Reservation Closure,BOC
20191002503,Pending Request for Reservation Closure,BOC
20191002511,,
20191002521,,
20191002534,Pending Liquidation Request,BOCSER
20191002537,Service closure Request with BO responsibility,BOC
20191002706,Service closure Request with BO responsibility,BOC
20191002742,Pending Liquidation Request,BOC
20191002745,,
20191002751,Pending Request for acquittance of heirs,BOC
20191002759,,
20191002920,Pending Request for Reservation Closure,BOC
20191002939,Pending Request for Reservation Closure,BOC
20191002953,Pending Request for Reservation Closure,BOC
20191002956,Evaluating Request (WITH registered letter),00613
20191002981,Pending Liquidation Request,BOC
20191003000,Pending Request for Reservation Closure,BOC
20191003019,Service closure Request with BO responsibility,BOCSER
20191003043,Service closure Request with BO responsibility,00854
20191003077,Service closure Request with BO responsibility,BOC
20191003263,Evaluating Request (WITH registered letter),00234
20191003312,Pending Liquidation Request,BOCSER
20191003315,Pending Request for Reservation Closure,BOC
20191003440,Service closure Request with BO responsibility,BOC
20191003465,Evaluating Request (WITH registered letter),00234
20191003502,Pending Request for Reservation Closure,BOCSER
20191003540,Service closure Request with BO responsibility,00848
20191003568,Pending Liquidation Request,BOC
20191003594,Pending Liquidation Request,BOC
20191003680,,
20191003699,,
20191003724,Service closure Request with BO responsibility,BOC
20191003755,Service closure Request with BO responsibility,00848
20191003756,Service closure Request with BO responsibility,00848
20191003759,Pending Liquidation Request,BOCSER
20191003785,Service closure Request with BO responsibility,00848
20191003861,Pending Liquidation Request,BOC
20191003909,Pending Liquidation Request,BOC
20191003938,Pending Request for Reservation Closure,BOC
20191004011,Service closure Request with BO responsibility,00848
20191004025,Pending Request for Reservation Closure,BOC
20191004038,,
20191004043,Pending Request for Reservation Closure,BOC
20191004048,,
20191004109,Pending Request for Reservation Closure,BOCSER
20191004146,Authorization Requested,00047
20191004208,Authorization Requested,00047
20191004220,,
20191004224,Service closure Request with BO responsibility,00848
20191004227,Pending Liquidation Request,BOCSER
20191004251,Evaluating Request (WITH registered letter),SB46
20191004267,Authorization Requested,00000
20191004286,Authorization Requested,00397
20191004364,Service closure Request with BO responsibility,00854
20191004374,Authorization Requested,00712
20191004402,,
20191004432,,
20191004440,Evaluating Request (WITH registered letter),00613
20191004500,Pending Liquidation Request,BOCSER
20191004550,Pending Request for Reservation Closure,BOC
20191004556,Pending Request for Reservation Closure,BOC
20191004566,Service closure Request with network responsibility,00015
20191004680,Pending Request for Reservation Closure,BOC
20191004710,Pending Liquidation Request,BOCSER
20191004805,Pending Request for Reservation Closure,BOC
20191004843,Pending Request for Reservation Closure,BOC
20191004854,Pending Request for Reservation Closure,BOC
20191004869,,
20191004891,Pending Request for Reservation Closure,BOC
20191004909,Service closure Request with network responsibility,00234
20191004957,,
20191004983,Evaluating Request (WITH registered letter),00926
20191005120,Service closure Request with BO responsibility,BOC
20191005134,Service closure Request with BO responsibility,BOC
20191005248,,
20191005294,,
20191005303,Service closure Request with BO responsibility,BOC
20191005314,Service closure Request with BO responsibility,BOC
20191005347,,
20191005360,Evaluating Request (NO registered letter),SB32
20191005375,Pending Request for Reservation Closure,BOCSER
20191005395,Pending Liquidation Request,BOCSER
20191005409,Pending Request for Reservation Closure,BOCSER
20191005427,Pending Request for acquittance of heirs,BOC
20191005428,Service closure Request with BO responsibility,BOC
20191005462,Service closure Request with BO responsibility,BOC
20191005480,,
20191005537,,
20191005557,Service closure Request with BO responsibility,BOCSER
20191005567,Pending Liquidation Request,BOC
20191005632,,
20191005637,Service closure Request with BO responsibility,BOCSER
20191005681,Pending Request for Reservation Closure,BOC
