case:concept:name,Next_activity,Next_resource
201810001660,,
201810002650,,
201810006512,Pending Request for Reservation Closure,BOCSER
201810008108,,
201810008268,Authorization Requested,SB32
201810008485,,
201810008899,,
20181000902,,
201810010740,Pending Request for Reservation Closure,BOCSER
201810011081,Service closure Request with network responsibility,SB32
201810011583,Pending Request for Reservation Closure,BOCSER
20181012611,,
20181013679,Evaluating Request (WITH registered letter),SB46
201811000205,Evaluating Request (NO registered letter),00613
201811001580,Pending Request for Reservation Closure,BOCSER
201811001889,Pending Request for Reservation Closure,BOCSER
201811002881,Evaluating Request (NO registered letter),SB32
201811003327,,
201811003911,Pending Request for Reservation Closure,BOCSER
201811004163,Service closure Request with network responsibility,SB32
201811004205,Pending Request for Reservation Closure,BOC
201811004338,,
201811005226,Pending Request for Reservation Closure,SDCRAP
201811005422,Evaluating Request (WITH registered letter),00047
201811005747,,
201811005954,Evaluating Request (NO registered letter),SB32
201811006467,,
201811006674,Pending Request for Reservation Closure,BOCSER
201811006982,,
201811007401,Evaluating Request (NO registered letter),SB46
201811008100,Pending Request for Reservation Closure,BOCSER
201811008330,,
201811008338,Evaluating Request (NO registered letter),SB46
201811008394,,
201811008598,Evaluating Request (WITH registered letter),00613
201811008631,Pending Request for Reservation Closure,BOCSER
201811008634,Authorization Requested,00613
201811009132,,
201811009434,,
201811009590,,
201811009800,Pending Request for Reservation Closure,BOCSER
201811010119,,
201811010142,,
201811010681,,
201811010732,Authorization Requested,BOC
201811011699,Pending Request for Reservation Closure,BOCSER
201811011715,Pending Request for Reservation Closure,BOCSER
201811011742,Pending Request for Reservation Closure,BOC
201811011907,Pending Request for Reservation Closure,BOCSER
201811011916,Evaluating Request (NO registered letter),SB32
201812000179,,
201812000181,,
201812000186,Evaluating Request (NO registered letter),00613
201812000605,Pending Request for Reservation Closure,BOCSER
201812000606,,
201812000900,,
201812002344,Evaluating Request (WITH registered letter),SB46
201812002552,,
201812002630,Evaluating Request (NO registered letter),SB46
201812002677,Pending Request for Reservation Closure,BOC
201812002837,,
201812002893,Evaluating Request (WITH registered letter),00613
201812003039,,
201812003088,,
201812003287,,
201812004065,,
201812004155,,
201812004198,,
201812004271,Authorization Requested,00045
201812004422,,
201812004433,Pending Request for Reservation Closure,BOCSER
201812004478,Service closure Request with network responsibility,00047
201812004552,Pending Request for Reservation Closure,BOCSER
201812004625,,
201812004772,,
201812004817,,
201812004871,Authorization Requested,00722
201812004921,,
201812005259,Pending Request for Reservation Closure,BOCSER
201812005350,,
201812005402,Pending Request for Reservation Closure,SDCRAP
201812005434,Pending Request for Reservation Closure,BOCSER
201812005461,Authorization Requested,SB32
201812005659,,
201812005779,,
201812005853,,
201812005862,,
201812005898,,
201812006094,,
201812006124,Authorization Requested,BOC
201812006485,,
201812006628,,
201812006707,,
201812006755,,
201812006820,,
201812006824,Pending Request for Reservation Closure,BOCSER
201812007245,,
201812007280,,
201812007319,,
201812007397,,
201812007439,,
