case:concept:name,Next_activity,Next_resource
201810001660,Pending Liquidation Request,BOC
201810002650,,
201810006512,Service closure Request with BO responsibility,BOCSER
201810008108,Pending Liquidation Request,BOC
201810008268,Service closure Request with BO responsibility,00828
201810008485,Pending Request for Reservation Closure,BOC
201810008899,Pending Liquidation Request,BOCSER
20181000902,,
201810010740,Service closure Request with BO responsibility,00851
201810011081,Service closure Request with BO responsibility,BOCSER
201810011583,Service closure Request with BO responsibility,BOCSER
20181012611,Pending Request for Reservation Closure,BOCSER
20181013679,,
201811000205,Service closure Request with BO responsibility,BOCSER
201811001580,Service closure Request with BO responsibility,BOCSER
201811001889,Service closure Request with BO responsibility,BOCSER
201811002881,Service closure Request with BO responsibility,00850
201811003327,,
201811003911,Service closure Request with BO responsibility,BOCSER
201811004163,Pending Request for Reservation Closure,BOCSER
201811004205,Pending Request for Reservation Closure,BOC
201811004338,Pending Request for Reservation Closure,BOC
201811005226,,
201811005422,Service closure Request with BO responsibility,00851
201811005747,,
201811005954,Pending Request for Reservation Closure,BOCSER
201811006467,,
201811006674,Pending Request for Reservation Closure,BOC
201811006982,Pending Liquidation Request,BOCSER
201811007401,Pending Request for Reservation Closure,BOC
201811008100,Service closure Request with BO responsibility,BOCSER
201811008330,,
201811008338,Pending Request for Reservation Closure,BOC
201811008394,,
201811008598,Service closure Request with BO responsibility,00844
201811008631,Pending Request for Reservation Closure,BOCSER
201811008634,Service closure Request with BO responsibility,00844
201811009132,Service closure Request with BO responsibility,00850
201811009434,Service closure Request with BO responsibility,00848
201811009590,,
201811009800,Pending Request for Reservation Closure,BOC
201811010119,,
201811010142,,
201811010681,,
201811010732,Service closure Request with BO responsibility,BOCSER
201811011699,Service closure Request with BO responsibility,00851
201811011715,Service closure Request with BO responsibility,BOCSER
201811011742,,
201811011907,Pending Request for Reservation Closure,BOC
201811011916,Service closure Request with BO responsibility,BOCSER
201812000179,,
201812000181,,
201812000186,Service closure Request with BO responsibility,00828
201812000605,Service closure Request with BO responsibility,BOCSER
201812000606,,
201812000900,,
201812002344,Pending Request for Reservation Closure,SDCRAP
201812002552,Pending Request for Reservation Closure,BOCSER
201812002630,Pending Request for Reservation Closure,BOCSER
201812002677,,
201812002837,,
201812002893,Service closure Request with BO responsibility,00828
201812003039,Service closure Request with BO responsibility,00852
201812003088,,
201812003287,,
201812004065,,
201812004155,Pending Request for Reservation Closure,BOCSER
201812004198,Pending Liquidation Request,BOC
201812004271,Service closure Request with BO responsibility,BOCSER
201812004422,Pending Request for Reservation Closure,BOC
201812004433,Pending Request for Reservation Closure,BOC
201812004478,,
201812004552,Service closure Request with BO responsibility,BOCSER
201812004625,,
201812004772,,
201812004817,Pending Liquidation Request,BOC
201812004871,Service closure Request with BO responsibility,BOCSER
201812004921,,
201812005259,Authorization Requested,00015
201812005350,Request completed with account closure,BOCSER
201812005402,,
201812005434,Service closure Request with BO responsibility,00851
