case_study,method,rank,k_total,case:concept:name,rec_activity,rec_resource,sim_status_method_mean,sim_remaining_time_method_mean,sim_status_baseline_mean,sim_remaining_time_baseline_mean,pred_status_with_rec,pred_remaining_time_with_rec,pred_status_no_rec,pred_remaining_time_no_rec
bpi17_before,nsga2,4,5,Application_1003257895,A_Denied,User_53,0.6,747366.9,0.6,1498453.2,0.09404934425500285,665059.8953718746,0.26725966490769126,1401212.0969975558
bpi17_before,nsga2,4,5,Application_1005586643,A_Denied,User_109,0.4,790872.0,0.8,167670.0,0.1737871734256897,693325.1110744872,0.6330500539067828,1036989.24059654
bpi17_before,nsga2,4,5,Application_1006347888,A_Validating,User_100,0.7,484716.0,0.5,397534.4,0.5824136750226567,1140516.3988182626,0.002743037026078022,2644321.3835635167
bpi17_before,nsga2,4,5,Application_1006959642,A_Validating,User_109,0.5,406622.0,0.7,861844.0,0.4471142334603911,1044833.9801517827,0.4640381519613893,1159135.627405663
bpi17_before,nsga2,4,5,Application_1007607428,A_Cancelled,User_48,0.0,0.0,0.1,1588640.8,0.008072890357801621,467288.5172573478,0.0032175582705955643,2633495.3266753117
bpi17_before,nsga2,4,5,Application_1009327734,A_Denied,User_29,0.4,384250.4,0.6,755144.4,0.033452813386149235,173116.4526180284,0.975923926125314,52147.38152488554
bpi17_before,nsga2,4,5,Application_1009466765,A_Cancelled,User_97,0.0,0.0,0.5,896214.0,0.009924187114358333,552581.039776413,0.0024472819356310617,2680835.0156116043
bpi17_before,nsga2,4,5,Application_1011122543,A_Cancelled,User_29,0.0,0.0,0.6,1354852.3,0.008059190569420128,540506.2450547889,0.4693640264909626,1206928.4757209423
bpi17_before,nsga2,4,5,Application_1012566167,A_Validating,User_109,0.6,568503.0,0.5,475746.0,0.48666780169309687,1040229.5743298968,0.3275839453090043,1717221.1135510565
bpi17_before,nsga2,4,5,Application_1014917757,A_Validating,User_75,0.7,538098.0,0.5,1301653.6,0.40458566812499164,1007501.1082055115,0.0016930415888746792,2256593.8375672786
bpi17_before,nsga2,4,5,Application_1015666669,A_Cancelled,User_40,0.0,0.0,0.6,772884.8,0.007771377920558892,485849.522575013,0.0030968203120384902,2669589.44925096
bpi17_before,nsga2,4,5,Application_1017828639,A_Denied,User_53,0.7,490086.6,0.9,196069.8,0.062125797217554235,0.0,0.7677135538192873,428549.4895398668
bpi17_before,nsga2,4,5,Application_1018407971,A_Cancelled,User_68,0.0,0.0,0.7,410898.6,0.01651024836858601,736950.111872523,0.5630906733210169,1321346.6579776714
bpi17_before,nsga2,4,5,Application_1018538193,A_Validating,User_109,0.6,1086101.1,0.4,323309.1,0.5079640458761772,980118.2133594073,0.33260789046720585,1542552.9345207505
bpi17_before,nsga2,4,5,Application_1019469082,A_Validating,User_109,0.8,442619.6,0.4,219032.8,0.49398389620450844,1115568.9936249624,0.002264811779030916,2482799.11311635
bpi17_before,nsga2,4,5,Application_1019603677,A_Validating,User_29,0.8,119436.0,0.6,426894.0,0.7541547013015477,1141359.4209087898,0.5595565942277921,1681948.536134147
bpi17_before,nsga2,4,5,Application_1021365915,W_Validate application,User_100,0.3,393578.4,0.9,366818.4,0.8592729733946046,502800.67089656135,0.6822840139188878,534235.4856350315
bpi17_before,nsga2,4,5,Application_1023449033,A_Denied,User_51,0.4,1000882.4,0.7,2500043.6,0.2388887423954969,1278617.930665946,0.7830513206732549,1712846.4789332566
bpi17_before,nsga2,4,5,Application_1024769381,A_Validating,User_109,0.6,220064.0,0.5,619934.0,0.520187852495568,1156902.9944840819,0.0032858045680124377,2746590.8780980622
