case_study,method,rank,k_total,case:concept:name,rec_activity,rec_resource,sim_status_method_mean,sim_remaining_time_method_mean,sim_status_baseline_mean,sim_remaining_time_baseline_mean,pred_status_with_rec,pred_remaining_time_with_rec,pred_status_no_rec,pred_remaining_time_no_rec
bpi17_before,nsga2,3,5,Application_1003257895,A_Denied,User_100,0.3,284886.9,0.6,1498453.2,0.20246314061170062,747876.8099732504,0.26725966490769126,1401212.0969975558
bpi17_before,nsga2,3,5,Application_1005586643,A_Cancelled,User_97,0.0,0.0,0.8,167670.0,0.03501756176808382,742110.2206727604,0.6330500539067828,1036989.24059654
bpi17_before,nsga2,3,5,Application_1006347888,A_Cancelled,User_109,0.0,0.0,0.5,397534.4,0.006887258744851525,336610.0016016457,0.002743037026078022,2644321.3835635167
bpi17_before,nsga2,3,5,Application_1006959642,A_Denied,User_53,0.6,284942.0,0.7,861844.0,0.04425380908049543,898011.4664118473,0.4640381519613893,1159135.627405663
bpi17_before,nsga2,3,5,Application_1007607428,A_Denied,User_51,0.4,177186.0,0.1,1588640.8,0.04810614999715585,698205.5511709029,0.0032175582705955643,2633495.3266753117
bpi17_before,nsga2,3,5,Application_1009327734,O_Returned,User_100,0.5,243110.4,0.6,755144.4,0.8068292289378896,498029.70918282436,0.975923926125314,52147.38152488554
bpi17_before,nsga2,3,5,Application_1009466765,A_Denied,User_53,0.4,236022.0,0.5,896214.0,0.04876961354092025,703707.7114298083,0.0024472819356310617,2680835.0156116043
bpi17_before,nsga2,3,5,Application_1011122543,A_Validating,User_109,0.6,250590.0,0.6,1354852.3,0.452409827615058,1075861.3680769906,0.4693640264909626,1206928.4757209423
bpi17_before,nsga2,3,5,Application_1012566167,A_Validating,User_7,0.5,254130.0,0.5,475746.0,0.5821381747129132,1164385.9441801733,0.3275839453090043,1717221.1135510565
bpi17_before,nsga2,3,5,Application_1014917757,A_Validating,User_29,0.9,496746.0,0.5,1301653.6,0.4614341484586052,986169.9334064454,0.0016930415888746792,2256593.8375672786
bpi17_before,nsga2,3,5,Application_1015666669,A_Validating,User_109,0.8,197785.6,0.6,772884.8,0.45929084625262134,1043834.015595365,0.0030968203120384902,2669589.44925096
bpi17_before,nsga2,3,5,Application_1017828639,O_Returned,User_68,0.6,457175.4,0.9,196069.8,0.8400784323730917,305368.8487455987,0.7677135538192873,428549.4895398668
bpi17_before,nsga2,3,5,Application_1018407971,A_Validating,User_109,0.5,298584.4,0.7,410898.6,0.5630906733210169,1133687.3319330728,0.5630906733210169,1321346.6579776714
bpi17_before,nsga2,3,5,Application_1018538193,A_Cancelled,User_40,0.0,0.0,0.4,323309.1,0.008939508445884684,626521.2213041814,0.33260789046720585,1542552.9345207505
bpi17_before,nsga2,3,5,Application_1019469082,A_Validating,User_21,0.8,148062.0,0.4,219032.8,0.6196022161067282,1246824.0135136181,0.002264811779030916,2482799.11311635
bpi17_before,nsga2,3,5,Application_1019603677,A_Cancelled,User_1,0.0,0.0,0.6,426894.0,0.008996384753672423,2656856.1681288453,0.5595565942277921,1681948.536134147
bpi17_before,nsga2,3,5,Application_1021365915,A_Cancelled,User_1,0.8,453428.4,0.9,366818.4,0.0732076243863844,1078218.8866819406,0.6822840139188878,534235.4856350315
bpi17_before,nsga2,3,5,Application_1023449033,O_Cancelled,User_53,0.0,0.0,0.7,2500043.6,0.5380422394790368,1362428.8046539363,0.7830513206732549,1712846.4789332566
bpi17_before,nsga2,3,5,Application_1024769381,A_Cancelled,User_109,0.0,0.0,0.5,619934.0,0.014383726757846856,646247.8908516639,0.0032858045680124377,2746590.8780980622
bpi17_before,nsga2,3,5,Application_1025923370,A_Cancelled,User_68,0.0,0.0,0.6,451618.0,0.016272158158926794,801226.5379878513,0.29819566477462794,1816626.6237298278
bpi17_before,nsga2,3,5,Application_1030024656,A_Cancelled,User_7,0.0,0.0,0.4,1274090.6,0.037128035881459305,621984.0574799282,0.3354742042347896,1323714.196029451
bpi17_before,nsga2,3,5,Application_1030416681,A_Cancelled,User_109,0.0,0.0,0.3,886007.4,0.017888514492486317,332339.51282616414,0.3985292449398316,1753711.8887897902
bpi17_before,nsga2,3,5,Application_1031153001,A_Validating,User_109,0.5,162029.2,0.7,981893.2,0.5950516374487859,1086265.2839884115,0.5705868354229632,1242781.5801701786
bpi17_before,nsga2,3,5,Application_1033756531,A_Denied,User_7,0.1,304710.0,0.5,364390.6,0.16181659289941866,999577.0898673125,0.4322456537149515,1482856.0323628066
bpi17_before,nsga2,3,5,Application_1034064300,A_Denied,User_51,0.2,115848.0,0.5,458448.2,0.06804638077462977,787381.460392836,0.013141668282918698,609818.6132183018
bpi17_before,nsga2,3,5,Application_1038386825,A_Denied,User_53,0.5,874279.4,0.6,52543.4,0.24019958600895297,645683.5646293769,0.7286241679570626,1090026.5736029018
bpi17_before,nsga2,3,5,Application_1042621630,A_Validating,User_28,0.6,159764.9,0.8,322946.5,0.8481374073744717,498153.8215929603,0.6835126578831406,628571.652258729
bpi17_before,nsga2,3,5,Application_1043223939,O_Cancelled,User_53,0.0,0.0,0.0,0.0,0.4028372027895608,1098824.7217976267,0.014150918862448127,2287772.8686113064
bpi17_before,nsga2,3,5,Application_1048806756,A_Validating,User_121,0.0,0.0,0.0,0.0,0.7071264957765143,1221817.5263089354,0.3707219207503431,1428327.1716667921
bpi17_before,nsga2,3,5,Application_1049246293,A_Validating,User_30,0.7,176526.0,0.6,1743051.2,0.7377744999919338,1184062.224692717,0.3061670318724977,1432319.5859438651
bpi17_before,nsga2,3,5,Application_1049972821,A_Validating,User_100,0.7,400586.8,0.6,614260.2,0.49680766703368495,1044066.2722110037,0.001546691942160965,2389057.586390429
bpi17_before,nsga2,3,5,Application_1051554620,A_Denied,User_7,0.3,385923.8,0.7,547638.0,0.1503503250663426,889077.5738800087,0.2385679599536604,1729151.7322418639
bpi17_before,nsga2,3,5,Application_1052613502,A_Validating,User_7,0.6,807311.6,0.7,2187404.0,0.6998622726354131,1118434.043696706,0.5416547066948072,1118895.7774273332
bpi17_before,nsga2,3,5,Application_1053061342,A_Validating,User_109,0.8,98687.0,0.4,666779.0,0.5363860002058101,1109505.5855609418,0.5363860002058101,1279747.9466049247
bpi17_before,nsga2,3,5,Application_1053321873,O_Cancelled,User_1,0.0,0.0,0.4,423464.8,0.23769185545833232,540136.0750311216,0.035691554386080855,899141.8935541216
bpi17_before,nsga2,3,5,Application_1053998899,A_Denied,User_100,0.1,87738.0,0.5,437304.8,0.07995656074545088,210007.16708300717,0.6409387061159814,835624.7736268255
bpi17_before,nsga2,3,5,Application_1056882365,A_Denied,User_29,0.5,412998.0,0.6,131503.0,0.05558418743794786,813144.2361009944,0.5162100640015114,1183312.8928969605
bpi17_before,nsga2,3,5,Application_1057803878,A_Validating,User_21,0.6,285948.0,0.4,342238.8,0.7133955648815457,1295985.3718263255,0.3275918340377949,1800609.818108033
bpi17_before,nsga2,3,5,Application_1059555811,A_Validating,User_109,0.7,307512.0,0.5,1595487.0,0.6525861381467396,994483.5905335916,0.4755580113833926,1563893.9633645194
bpi17_before,nsga2,3,5,Application_1061755455,A_Cancelled,User_36,0.0,0.0,0.1,322279.8,0.007239252850911565,702992.3346059644,0.002883843239129335,2596246.3587484527
bpi17_before,nsga2,3,5,Application_1062571933,A_Validating,User_29,0.7,277080.0,0.5,714618.0,0.7053595666607867,1261477.7428930264,0.33232648602601317,1812977.225488199
bpi17_before,nsga2,3,5,Application_1064627620,A_Validating,User_109,0.8,199896.2,0.5,986220.3,0.7233190129796513,913907.5644203057,0.026682792156011072,2665174.8670485504
bpi17_before,nsga2,3,5,Application_1067807240,A_Validating,User_7,0.7,538608.0,0.6,318161.3,0.6391083546190363,1356993.3977018737,0.35715340988096783,1837626.8595996988
bpi17_before,nsga2,3,5,Application_1067848631,A_Cancelled,User_109,0.0,0.0,0.5,748549.4,0.008732048078763923,324240.5378138756,0.0023058024247429067,2644294.2607780993
bpi17_before,nsga2,3,5,Application_1068398029,A_Cancelled,User_1,0.6,213731.7,0.8,539861.6,0.0732076243863844,1089679.9227787177,0.7885393819873568,505908.0623449136
bpi17_before,nsga2,3,5,Application_107006704,A_Validating,User_109,0.7,207465.4,0.5,714778.7,0.53165623323261,1165004.5851436423,0.3504951338738657,1826638.5416639224
bpi17_before,nsga2,3,5,Application_1070668503,A_Validating,User_35,0.9,274830.0,0.7,346024.8,0.8113512193222355,1061952.6828749152,0.6830219158733243,1061952.6828749152
bpi17_before,nsga2,3,5,Application_1072222879,A_Validating,User_46,0.7,187362.0,0.2,164927.3,0.6830600901858533,1640638.1355180272,0.3626011438703256,2078794.0023116386
bpi17_before,nsga2,3,5,Application_1072363196,A_Incomplete,User_28,0.8,458235.0,0.6,622549.2,0.7251342173835601,509460.05351498886,0.6220803335421788,481810.5516016594
bpi17_before,nsga2,3,5,Application_1072478001,A_Cancelled,User_1,0.0,0.0,0.5,636774.6,0.05532996348032347,2515954.4921586,0.845735190321826,1054966.7359185556
bpi17_before,nsga2,3,5,Application_1073868127,A_Cancelled,User_1,0.0,0.0,0.7,630474.9,0.0043782614292206465,2784901.4198722746,0.33902940399355724,1788197.6129324604
bpi17_before,nsga2,3,5,Application_1076081955,A_Cancelled,User_40,0.0,0.0,0.5,373673.6,0.009035522457437592,539884.0004305275,0.5993574284275546,1269841.7813355967
bpi17_before,nsga2,3,5,Application_1078909751,A_Cancelled,User_30,0.0,0.0,0.6,872439.2,0.009329796764170775,505916.6907822193,0.0024644178119486624,2714228.554996866
bpi17_before,nsga2,3,5,Application_1085126063,A_Accepted,User_109,0.1,3066597.2,0.3,2216531.4,0.20835692369092892,1551133.2659974492,0.17047372414409367,1798518.6890809885
bpi17_before,nsga2,3,5,Application_1086233807,A_Cancelled,User_40,0.0,0.0,0.5,190319.4,0.011519735971667286,428386.24859079986,0.008471359801737844,2662036.573677092
bpi17_before,nsga2,3,5,Application_1089034603,A_Validating,User_21,0.6,167832.0,0.6,352712.8,0.5919815279679094,1356008.7075366331,0.2655797088007522,1810725.3390796115
bpi17_before,nsga2,3,5,Application_1089717788,A_Validating,User_29,0.8,679348.4,0.3,674598.0,0.759222720105938,1211196.181633406,0.3955051706990694,1754664.2093703554
bpi17_before,nsga2,3,5,Application_1091033446,A_Cancelled,User_7,0.0,0.0,0.5,78372.8,0.0220055274811412,472093.19203082565,0.39334493689564914,1678922.4428801723
bpi17_before,nsga2,3,5,Application_1091041991,A_Cancelled,User_68,0.0,0.0,0.6,703934.5,0.020353405875825174,1197471.8394726855,0.006291791420838827,2560599.5729502793
bpi17_before,nsga2,3,5,Application_1091351729,A_Denied,User_109,0.4,274890.0,0.6,1024914.0,0.05236006714960328,906284.3357100792,0.4778546078608092,1339831.393928705
bpi17_before,nsga2,3,5,Application_1091883536,A_Accepted,User_85,0.5,1393416.0,0.5,1246642.5,0.3117584111102446,1585587.726691384,0.26764808827204783,1539284.2578903781
bpi17_before,nsga2,3,5,Application_1096345356,A_Validating,User_97,0.8,271024.4,0.5,816106.4,0.5005512576265673,1111128.7211055597,0.00492621631283778,2674547.661273973
bpi17_before,nsga2,3,5,Application_1097190039,A_Denied,User_100,0.2,169021.4,0.6,183254.8,0.5017315552979215,795307.7294566816,0.03345292896958553,2573435.8518818053
bpi17_before,nsga2,3,5,Application_109814885,A_Accepted,User_109,0.4,2698452.4,0.2,1667287.2,0.25999042804341027,1444653.1482130105,0.25999042804341027,1660574.8146276954
bpi17_before,nsga2,3,5,Application_1100173647,A_Denied,User_53,0.5,268896.0,0.7,1158669.1,0.05958843877803332,164498.8737067756,0.03009241849522429,813966.2793595742
bpi17_before,nsga2,3,5,Application_1100597277,A_Validating,User_109,0.7,327364.2,0.4,42983.1,0.5090007694512553,1164175.8826157672,0.5937659064848555,1342142.5896708497
bpi17_before,nsga2,3,5,Application_1104335525,O_Cancelled,User_35,0.0,0.0,0.5,1543283.0,0.5452192431624936,1467094.8396030015,0.3679670676438982,1601154.902249056
