case_study,method,rank,k_total,case:concept:name,rec_activity,rec_resource,sim_status_method_mean,sim_remaining_time_method_mean,sim_status_baseline_mean,sim_remaining_time_baseline_mean,pred_status_with_rec,pred_remaining_time_with_rec,pred_status_no_rec,pred_remaining_time_no_rec
bpi17_before,nsga2,5,5,Application_1003257895,A_Validating,User_40,0.5,201282.9,0.6,1498453.2,0.5885815256008669,1124258.09722099,0.26725966490769126,1401212.0969975558
bpi17_before,nsga2,5,5,Application_1005586643,A_Validating,User_40,0.7,248562.0,0.8,167670.0,0.6330500539067828,974199.3713702657,0.6330500539067828,1036989.24059654
bpi17_before,nsga2,5,5,Application_1006347888,A_Denied,User_29,0.5,347110.1,0.5,397534.4,0.04761915493479605,771300.3122796926,0.002743037026078022,2644321.3835635167
bpi17_before,nsga2,5,5,Application_1006959642,A_Cancelled,User_109,0.0,0.0,0.7,861844.0,0.013047577137064623,571789.2994765132,0.4640381519613893,1159135.627405663
bpi17_before,nsga2,5,5,Application_1007607428,A_Validating,User_109,0.9,549726.0,0.1,1588640.8,0.4688329980162419,1006586.0561757298,0.0032175582705955643,2633495.3266753117
bpi17_before,nsga2,5,5,Application_1009327734,O_Returned,User_102,0.9,372030.8,0.6,755144.4,0.7598603646413401,498709.0356923286,0.975923926125314,52147.38152488554
bpi17_before,nsga2,5,5,Application_1009466765,A_Validating,User_30,0.8,175680.0,0.5,896214.0,0.5211352848940457,1154184.2215990773,0.0024472819356310617,2680835.0156116043
bpi17_before,nsga2,5,5,Application_1011122543,A_Validating,User_100,0.6,374400.0,0.6,1354852.3,0.6050648005439051,1193799.8422342355,0.4693640264909626,1206928.4757209423
bpi17_before,nsga2,5,5,Application_1012566167,A_Cancelled,User_109,0.0,0.0,0.5,475746.0,0.018551301908319804,692561.090486897,0.3275839453090043,1717221.1135510565
bpi17_before,nsga2,5,5,Application_1014917757,A_Denied,User_29,0.5,327606.0,0.5,1301653.6,0.052601722666710385,604119.0510573759,0.0016930415888746792,2256593.8375672786
bpi17_before,nsga2,5,5,Application_1015666669,A_Denied,User_29,0.4,216012.8,0.6,772884.8,0.05345061921868165,797748.9436877178,0.0030968203120384902,2669589.44925096
bpi17_before,nsga2,5,5,Application_1017828639,O_Create Offer,User_53,0.7,305692.8,0.9,196069.8,0.7846287026680384,286358.0429848784,0.7677135538192873,428549.4895398668
bpi17_before,nsga2,5,5,Application_1018407971,A_Validating,User_75,0.9,166254.0,0.7,410898.6,0.5630906733210169,1302846.1349215915,0.5630906733210169,1321346.6579776714
bpi17_before,nsga2,5,5,Application_1018538193,A_Validating,User_35,0.6,190068.0,0.4,323309.1,0.6732625907065118,1113337.5137889956,0.33260789046720585,1542552.9345207505
bpi17_before,nsga2,5,5,Application_1019469082,A_Cancelled,User_109,0.0,0.0,0.4,219032.8,0.008577799156973716,688062.6698240654,0.002264811779030916,2482799.11311635
bpi17_before,nsga2,5,5,Application_1019603677,A_Denied,User_7,0.4,124140.0,0.6,426894.0,0.07728065839778754,938914.0976921406,0.5595565942277921,1681948.536134147
bpi17_before,nsga2,5,5,Application_1021365915,O_Returned,User_100,0.8,458868.6,0.9,366818.4,0.8176340437144003,420964.5262363816,0.6822840139188878,534235.4856350315
bpi17_before,nsga2,5,5,Application_1023449033,A_Validating,User_48,0.7,394500.0,0.7,2500043.6,0.7830513206732549,1692541.6111072684,0.7830513206732549,1712846.4789332566
bpi17_before,nsga2,5,5,Application_1024769381,A_Cancelled,User_1,0.0,0.0,0.5,619934.0,0.0032858045680124377,2746590.8780980622,0.0032858045680124377,2746590.8780980622
bpi17_before,nsga2,5,5,Application_1025923370,A_Validating,User_100,0.6,239796.0,0.6,451618.0,0.4847262280128675,1288926.5311362988,0.29819566477462794,1816626.6237298278
bpi17_before,nsga2,5,5,Application_1030024656,A_Denied,User_53,0.3,142404.0,0.4,1274090.6,0.08462121848581398,819178.6475746641,0.3354742042347896,1323714.196029451
bpi17_before,nsga2,5,5,Application_1030416681,A_Validating,User_109,0.9,559881.8,0.3,886007.4,0.5825563213482459,1079581.8823354777,0.3985292449398316,1753711.8887897902
bpi17_before,nsga2,5,5,Application_1031153001,A_Cancelled,User_40,0.0,0.0,0.7,981893.2,0.02029246460521253,476100.47937541315,0.5705868354229632,1242781.5801701786
bpi17_before,nsga2,5,5,Application_1033756531,A_Validating,User_109,0.6,288564.0,0.5,364390.6,0.4245079205648106,1276708.4663446648,0.4322456537149515,1482856.0323628066
bpi17_before,nsga2,5,5,Application_1034064300,A_Validating,User_100,0.8,271632.0,0.5,458448.2,0.6637994934647029,1176003.9449482474,0.013141668282918698,609818.6132183018
bpi17_before,nsga2,5,5,Application_1038386825,A_Cancelled,User_1,0.0,0.0,0.6,52543.4,0.03562246881945053,2684704.7340938104,0.7286241679570626,1090026.5736029018
