case:concept:name,Next_activity,Next_resource
Application_1003444518,A_Validating,User_16
Application_1004385970,A_Cancelled,User_1
Application_1006138809,A_Denied,User_65
Application_1008663678,W_Assess potential fraud,User_55
Application_1012600292,A_Cancelled,User_66
Application_101285063,A_Validating,User_23
Application_1013192848,A_Incomplete,User_100
Application_1016792765,A_Cancelled,User_54
Application_1018266027,A_Denied,User_100
Application_1018276550,A_Denied,User_54
Application_101973919,O_Create Offer,User_80
Application_1020696982,A_Cancelled,User_54
Application_1020792873,A_Validating,User_21
Application_1020819842,A_Incomplete,User_71
Application_1022084723,A_Cancelled,User_1
Application_1023037940,A_Cancelled,User_1
Application_102597720,A_Denied,User_65
Application_1026777184,A_Cancelled,User_54
Application_1027449105,A_Cancelled,User_80
Application_1027859705,A_Cancelled,User_1
Application_1028665365,A_Concept,User_80
Application_1029674102,A_Validating,User_75
Application_102977791,A_Cancelled,User_1
Application_1031465496,O_Cancelled,User_79
Application_1032862024,O_Create Offer,User_56
Application_1033036371,O_Create Offer,User_80
Application_1033306842,A_Cancelled,User_66
Application_1033574302,A_Cancelled,User_26
Application_1034775753,A_Validating,User_24
Application_1035618893,A_Validating,User_16
Application_1037771791,O_Cancelled,User_1
Application_1038302868,A_Cancelled,User_1
Application_1038660996,A_Denied,User_54
Application_1039200421,A_Validating,User_100
Application_104061665,A_Cancelled,User_66
Application_1041438098,A_Accepted,User_67
Application_104406636,A_Validating,User_23
Application_1046222107,A_Cancelled,User_54
Application_1046524820,A_Validating,User_23
Application_1048834285,A_Validating,User_29
Application_104922918,A_Denied,User_24
Application_1050938301,W_Call incomplete files,User_37
Application_105434976,A_Cancelled,User_80
Application_1054777483,A_Incomplete,User_100
Application_1056831748,A_Denied,User_18
Application_1057881509,A_Cancelled,User_54
Application_105906022,A_Incomplete,User_71
Application_1064102675,A_Incomplete,User_45
Application_1065401414,A_Cancelled,User_113
Application_1069486579,A_Validating,User_100
Application_1069511528,A_Cancelled,User_26
Application_107048111,A_Validating,User_14
Application_1070499420,A_Denied,User_30
Application_1071392906,O_Cancelled,User_1
Application_1072302976,A_Cancelled,User_1
Application_1072740747,O_Cancelled,User_100
Application_1073143855,O_Cancelled,User_80
Application_1076592180,O_Create Offer,User_65
Application_1077139293,A_Validating,User_54
Application_1079472664,A_Validating,User_26
Application_1079589,A_Cancelled,User_1
Application_1081153991,A_Validating,User_100
Application_1082188204,A_Denied,User_100
Application_1083885618,A_Cancelled,User_1
Application_1084197155,A_Cancelled,User_80
Application_1084809711,A_Cancelled,User_54
Application_1084951999,A_Cancelled,User_26
Application_1085916302,A_Denied,User_100
Application_1086189813,A_Cancelled,User_1
Application_1086358390,A_Validating,User_100
Application_1087895834,A_Cancelled,User_1
Application_1088555315,A_Denied,User_65
Application_1089290640,O_Cancelled,User_1
Application_1090974006,A_Denied,User_100
Application_1091454310,A_Cancelled,User_23
Application_1092109071,W_Call incomplete files,User_90
Application_1092918410,A_Cancelled,User_54
Application_1095263419,A_Cancelled,User_54
Application_1096081779,A_Cancelled,User_49
Application_109628015,A_Denied,User_93
Application_1096460123,A_Validating,User_16
Application_1096932592,A_Denied,User_100
Application_109718783,A_Cancelled,User_66
Application_109912668,A_Validating,User_100
Application_1099430757,A_Denied,User_100
Application_1099493178,A_Validating,User_100
Application_1099663893,O_Cancelled,User_79
Application_1100253381,A_Cancelled,User_54
Application_1101636672,A_Cancelled,User_1
Application_1102148836,A_Validating,User_54
Application_1102289179,A_Validating,User_49
Application_110355063,A_Validating,User_75
Application_1103698005,A_Accepted,User_67
Application_1104110439,A_Cancelled,User_54
Application_1104349279,A_Cancelled,User_80
Application_1104697616,A_Cancelled,User_1
Application_1104784494,A_Validating,User_41
Application_1104839673,O_Cancelled,User_100
Application_1106610804,A_Denied,User_100
Application_1107513596,A_Validating,User_100
Application_1107974200,O_Cancelled,User_100
Application_1108410496,A_Validating,User_100
Application_1108553853,A_Cancelled,User_1
Application_1109500523,O_Cancelled,User_133
Application_1109722425,A_Validating,User_42
Application_1110003824,O_Create Offer,User_65
Application_1110334222,A_Cancelled,User_1
Application_1110847631,A_Validating,User_16
Application_1112791540,A_Validating,User_49
Application_1114627184,A_Denied,User_100
Application_1115275695,A_Denied,User_50
Application_111536511,A_Cancelled,User_1
Application_1116596448,A_Denied,User_56
Application_1116878017,A_Validating,User_16
Application_1118317851,A_Validating,User_41
Application_1118691851,A_Cancelled,User_66
Application_1118794258,A_Denied,User_24
Application_1119128567,O_Cancelled,User_1
Application_1119346613,A_Cancelled,User_1
Application_1119704576,W_Call incomplete files,User_44
Application_1120624192,A_Validating,User_54
Application_1121095468,A_Denied,User_49
Application_112299550,A_Denied,User_49
Application_1123320394,A_Cancelled,User_66
Application_1123432099,A_Cancelled,User_54
Application_1123655418,A_Denied,User_100
Application_1124789802,A_Cancelled,User_66
Application_1125229039,A_Accepted,User_80
Application_1125299308,O_Cancelled,User_100
Application_1131812437,A_Accepted,User_54
Application_1131974200,O_Cancelled,User_1
Application_1132898010,A_Cancelled,User_66
Application_1133826059,A_Denied,User_90
Application_113474586,A_Cancelled,User_1
Application_1136138244,A_Denied,User_79
Application_1136188668,A_Denied,User_24
Application_1136782466,A_Accepted,User_65
Application_1136942310,A_Cancelled,User_1
Application_1138343850,A_Denied,User_75
Application_1138441532,O_Cancelled,User_56
Application_1138682900,W_Call incomplete files,User_46
Application_1139095492,A_Incomplete,User_60
Application_1140000103,A_Validating,User_75
Application_1140214785,A_Validating,User_55
Application_1140934167,A_Denied,User_78
Application_1141437569,A_Incomplete,User_100
Application_1141800606,A_Incomplete,User_4
Application_1142291922,A_Validating,User_100
Application_1143452352,A_Validating,User_10
Application_1143725882,O_Cancelled,User_1
Application_1143749034,A_Cancelled,User_1
Application_1144806380,A_Denied,User_49
Application_1145195394,A_Validating,User_100
Application_11454632,A_Validating,User_75
Application_114551747,O_Returned,User_126
Application_1145960664,A_Denied,User_65
Application_1146017257,A_Cancelled,User_1
Application_1146390793,O_Create Offer,User_100
Application_114677449,A_Validating,User_100
Application_1147242139,O_Cancelled,User_100
Application_1147800670,O_Cancelled,User_23
Application_1148505526,A_Validating,User_100
Application_1149826505,A_Cancelled,User_66
Application_1149882287,A_Cancelled,User_66
Application_1151306652,A_Denied,User_49
Application_1151718196,A_Denied,User_49
Application_1152706558,A_Validating,User_49
Application_1153327019,A_Denied,User_100
Application_1153332543,A_Validating,User_23
Application_115387399,O_Create Offer,User_80
Application_1154947942,A_Validating,User_54
Application_1155624509,W_Call incomplete files,User_41
Application_1156380786,A_Validating,User_16
Application_1157095713,A_Validating,User_16
Application_1157455039,A_Cancelled,User_66
Application_1160716330,A_Cancelled,User_1
Application_1164107164,A_Validating,User_56
Application_116887817,O_Cancelled,User_1
Application_1171197563,A_Denied,User_90
Application_1172008352,O_Create Offer,User_100
Application_1173149180,A_Cancelled,User_1
Application_1173289988,A_Cancelled,User_80
Application_1173481848,A_Denied,User_65
Application_1174114825,A_Cancelled,User_41
Application_1175285346,A_Denied,User_44
Application_1175418215,A_Denied,User_49
Application_117660615,A_Validating,User_49
Application_11773925,A_Accepted,User_54
Application_118076535,A_Cancelled,User_54
Application_1180779910,A_Cancelled,User_26
Application_1182794641,A_Denied,User_65
Application_1183136852,O_Cancelled,User_79
Application_1183476189,A_Cancelled,User_66
Application_1183534481,A_Denied,User_79
Application_1183954314,A_Cancelled,User_41
Application_1184253258,A_Cancelled,User_1
Application_1185560776,A_Denied,User_100
Application_1186011075,O_Cancelled,User_100
Application_1187770735,A_Cancelled,User_1
Application_1189444299,A_Cancelled,User_66
Application_1189871359,A_Cancelled,User_1
Application_1192817854,A_Cancelled,User_1
Application_1193407725,A_Cancelled,User_80
Application_1194573334,A_Denied,User_65
Application_1196211316,A_Cancelled,User_54
Application_1200105859,A_Cancelled,User_1
Application_1201250492,A_Denied,User_54
Application_1201267547,O_Cancelled,User_100
Application_1202440901,A_Validating,User_10
Application_1203000059,A_Cancelled,User_1
Application_120400056,A_Denied,User_23
Application_1205027125,A_Cancelled,User_66
Application_1205291296,A_Validating,User_41
Application_1207519267,A_Cancelled,User_1
Application_1208202898,O_Cancelled,User_100
Application_1208543050,A_Denied,User_100
Application_1209476276,A_Cancelled,User_1
Application_1210322027,A_Cancelled,User_26
Application_1213205773,A_Cancelled,User_1
Application_121670659,A_Cancelled,User_80
Application_1216723425,O_Create Offer,User_80
Application_1218203113,A_Cancelled,User_55
Application_1218332981,A_Incomplete,User_100
Application_1219055263,A_Cancelled,User_54
Application_1219949717,A_Cancelled,User_66
Application_1220541878,A_Denied,User_5
Application_1221269355,A_Denied,User_65
Application_1222039007,A_Accepted,User_65
Application_1224187740,A_Incomplete,User_100
Application_1225769256,O_Create Offer,User_80
Application_1226442731,A_Cancelled,User_26
Application_1228403719,A_Validating,User_26
Application_1234321250,A_Cancelled,User_27
Application_1234365113,A_Denied,User_23
Application_1235896381,A_Validating,User_53
