case:concept:name,pred_outcome,pred_sigmoid_mm_time,pred_uncertainty
Application_1003444518,0.7919665180313865,0.15514709923894407,0.16646821048912472
Application_1004385970,0.7916370550223256,0.3874888928935618,0.2945292042673681
Application_1006138809,0.8726250251615415,0.19984140493926586,0.2051692989675412
Application_1008663678,0.346925829272324,0.10250370069562367,0.07777415892774116
Application_1012600292,0.05191086214775145,0.1940719952490851,0.27161327423606246
Application_101285063,0.013518468684040288,0.7257494367396625,0.016466271029449742
Application_1013192848,0.010000930352816717,0.0629491304286045,0.08071263054767476
Application_1016792765,0.07959965553811607,0.17044815866761306,0.3237260343016165
Application_1018266027,0.8643393369731461,0.3440907458141316,0.24106979844129595
Application_1018276550,0.09184125236175517,0.16716998809286227,0.30955380062679244
Application_101973919,0.5742260631998967,0.42157305383147686,0.35526476261535417
Application_1020696982,0.7662506065500341,0.372240032828565,0.30275818385170444
Application_1020792873,0.052626660899493895,0.23136264114365535,0.26248606703857563
Application_1020819842,0.05411581728225909,0.0758059200606539,0.07141856094942599
Application_1022084723,0.8415785391925831,0.41657887106251895,0.27683199164573524
Application_1023037940,0.021886061823749667,0.08872058944662278,0.2889145441821251
Application_102597720,0.8836582456800819,0.20783764077090788,0.23506402064309645
Application_1026777184,0.7320811364019506,0.36680830400475256,0.25245620576806604
Application_1027449105,0.02503168946281601,0.10401694086634367,0.32282739317553444
Application_1027859705,0.5196543171262538,0.31044450349470104,0.2182911793870367
Application_1028665365,0.5368264523495976,0.5486415418644637,0.2976972282587915
Application_1029674102,0.03599198032215005,0.15103181446338568,0.21614708897543203
Application_102977791,0.022651169467952984,0.1323093612238918,0.2131238194715845
Application_1031465496,0.029220136121035193,0.2603039545875326,0.2807227084936755
Application_1032862024,0.7753743622710275,0.12691815928236908,0.21902336025048363
Application_1033036371,0.7934148506136395,0.3802951501814096,0.33509895717827287
Application_1033306842,0.03460032588606969,0.23314487943033887,0.24728783466688484
