case:concept:name,Next_activity,Next_resource
Application_1003444518,O_Create Offer,User_84
Application_1004385970,W_Call after offers,User_29
Application_1006138809,O_Cancelled,User_65
Application_1008663678,O_Cancelled,User_66
Application_1012600292,A_Denied,User_65
Application_101285063,O_Cancelled,User_79
Application_1013192848,O_Returned,User_128
Application_1016792765,W_Call after offers,User_65
Application_1018266027,W_Call after offers,User_65
Application_1018276550,W_Call after offers,User_65
Application_101973919,O_Create Offer,User_79
Application_1020696982,W_Call after offers,User_65
Application_1020792873,W_Call after offers,User_65
Application_1020819842,O_Cancelled,User_77
Application_1022084723,W_Call after offers,User_65
Application_1023037940,W_Call after offers,User_67
Application_102597720,O_Cancelled,User_84
Application_1026777184,A_Denied,User_99
Application_1027449105,A_Denied,User_65
Application_1027859705,O_Cancelled,User_78
Application_1028665365,W_Handle leads,User_65
Application_1029674102,A_Denied,User_99
Application_102977791,W_Call after offers,User_103
Application_1031465496,O_Cancelled,User_66
Application_1032862024,O_Returned,User_29
Application_1033036371,A_Validating,User_63
Application_1033306842,A_Cancelled,User_84
Application_1033574302,A_Validating,User_33
Application_1034775753,W_Call after offers,User_99
Application_1035618893,W_Call after offers,User_65
Application_1037771791,W_Call after offers,User_65
Application_1038302868,W_Call after offers,User_65
Application_1038660996,W_Call after offers,User_65
Application_1039200421,A_Validating,User_33
Application_104061665,W_Call after offers,User_65
Application_1041438098,A_Accepted,User_84
Application_104406636,A_Denied,User_99
Application_1046222107,W_Call after offers,User_65
Application_1046524820,A_Denied,User_18
Application_1048834285,A_Cancelled,User_99
Application_104922918,W_Call after offers,User_29
Application_1050938301,W_Call incomplete files,User_57
Application_105434976,A_Denied,User_99
Application_1054777483,O_Returned,User_128
Application_1056831748,A_Denied,User_65
Application_1057881509,W_Call after offers,User_65
Application_105906022,O_Cancelled,User_65
Application_1064102675,A_Incomplete,User_33
Application_1065401414,W_Call after offers,User_67
Application_1069486579,W_Call after offers,User_65
Application_1069511528,A_Denied,User_37
Application_107048111,W_Call after offers,User_67
Application_1070499420,W_Call after offers,User_29
Application_1071392906,O_Cancelled,User_84
Application_1072302976,W_Call after offers,User_29
Application_1072740747,O_Cancelled,User_84
Application_1073143855,O_Cancelled,User_84
Application_1076592180,W_Call incomplete files,User_29
Application_1077139293,W_Call after offers,User_65
Application_1079472664,O_Cancelled,User_79
Application_1079589,W_Call after offers,User_65
Application_1081153991,W_Call after offers,User_10
Application_1082188204,O_Cancelled,User_84
Application_1083885618,O_Cancelled,User_79
Application_1084197155,W_Call after offers,User_65
Application_1084809711,W_Call after offers,User_29
Application_1084951999,W_Call after offers,User_65
Application_1085916302,W_Call after offers,User_29
Application_1086189813,W_Call after offers,User_65
Application_1086358390,W_Call after offers,User_65
Application_1087895834,W_Call after offers,User_65
Application_1088555315,A_Denied,User_29
Application_1089290640,W_Call after offers,User_65
Application_1090974006,O_Cancelled,User_84
Application_1091454310,A_Validating,User_33
Application_1092109071,O_Cancelled,User_65
Application_1092918410,W_Call after offers,User_11
Application_1095263419,A_Denied,User_65
Application_1096081779,W_Call after offers,User_65
Application_109628015,O_Cancelled,User_65
Application_1096460123,W_Call after offers,User_65
Application_1096932592,O_Returned,User_101
Application_109718783,A_Denied,User_65
Application_109912668,W_Call after offers,User_99
Application_1099430757,O_Cancelled,User_65
Application_1099493178,W_Call after offers,User_65
Application_1099663893,O_Cancelled,User_77
Application_1100253381,W_Call after offers,User_65
Application_1101636672,W_Call after offers,User_65
Application_1102148836,A_Denied,User_99
Application_1102289179,O_Cancelled,User_80
Application_110355063,W_Call after offers,User_29
Application_1103698005,A_Accepted,User_96
Application_1104110439,W_Call after offers,User_99
Application_1104349279,W_Call after offers,User_65
Application_1104697616,W_Call after offers,User_65
Application_1104784494,O_Cancelled,User_66
Application_1104839673,O_Cancelled,User_84
Application_1106610804,W_Call after offers,User_29
Application_1107513596,W_Call after offers,User_65
Application_1107974200,O_Cancelled,User_79
Application_1108410496,W_Call after offers,User_103
Application_1108553853,A_Denied,User_99
Application_1109500523,W_Call after offers,User_103
Application_1109722425,W_Call after offers,User_103
Application_1110003824,O_Create Offer,User_84
Application_1110334222,O_Sent (mail and online),User_84
Application_1110847631,A_Denied,User_65
Application_1112791540,A_Validating,User_11
Application_1114627184,A_Denied,User_77
Application_1115275695,A_Denied,User_99
Application_111536511,O_Cancelled,User_80
Application_1116596448,O_Cancelled,User_65
Application_1116878017,A_Validating,User_100
Application_1118317851,W_Call after offers,User_29
Application_1118691851,A_Denied,User_67
Application_1118794258,W_Call after offers,User_65
Application_1119128567,W_Call after offers,User_65
Application_1119346613,W_Call after offers,User_65
Application_1119704576,A_Denied,User_67
Application_1120624192,W_Call after offers,User_29
Application_1121095468,A_Denied,User_99
Application_112299550,W_Call after offers,User_62
Application_1123320394,W_Call after offers,User_65
Application_1123432099,W_Call after offers,User_65
Application_1123655418,A_Denied,User_99
Application_1124789802,A_Denied,User_99
Application_1125229039,,
Application_1125299308,O_Cancelled,User_84
Application_1131812437,A_Accepted,User_79
Application_1131974200,W_Call after offers,User_65
Application_1132898010,W_Call after offers,User_65
Application_1133826059,O_Cancelled,User_80
Application_113474586,W_Call after offers,User_65
Application_1136138244,W_Call after offers,User_65
Application_1136188668,W_Call after offers,User_65
Application_1136782466,A_Accepted,User_79
Application_1136942310,A_Validating,User_54
Application_1138343850,W_Call after offers,User_65
Application_1138441532,O_Cancelled,User_65
Application_1138682900,O_Cancelled,User_65
Application_1139095492,O_Create Offer,User_77
Application_1140000103,A_Denied,User_99
Application_1140214785,A_Denied,User_67
Application_1140934167,W_Call after offers,User_65
Application_1141437569,A_Incomplete,User_5
Application_1141800606,O_Cancelled,User_65
Application_1142291922,A_Denied,User_65
Application_1143452352,W_Call incomplete files,User_33
Application_1143725882,A_Denied,User_65
Application_1143749034,A_Cancelled,User_66
Application_1144806380,O_Cancelled,User_80
Application_1145195394,A_Denied,User_99
Application_11454632,W_Call after offers,User_29
Application_114551747,O_Create Offer,User_65
Application_1145960664,A_Denied,User_99
Application_1146017257,O_Cancelled,User_84
Application_1146390793,O_Create Offer,User_132
Application_114677449,W_Call after offers,User_29
Application_1147242139,W_Call after offers,User_103
Application_1147800670,O_Cancelled,User_84
Application_1148505526,W_Call after offers,User_65
Application_1149826505,A_Denied,User_99
Application_1149882287,A_Denied,User_99
Application_1151306652,A_Cancelled,User_84
Application_1151718196,O_Cancelled,User_84
Application_1152706558,A_Denied,User_39
Application_1153327019,A_Incomplete,User_131
Application_1153332543,W_Call after offers,User_29
Application_115387399,A_Validating,User_33
Application_1154947942,A_Denied,User_99
Application_1155624509,O_Create Offer,User_65
Application_1156380786,W_Call after offers,User_65
Application_1157095713,A_Cancelled,User_84
Application_1157455039,W_Call after offers,User_65
Application_1160716330,W_Call after offers,User_103
Application_1164107164,O_Cancelled,User_84
Application_116887817,A_Denied,User_65
Application_1171197563,W_Call after offers,User_65
Application_1172008352,O_Cancelled,User_84
Application_1173149180,W_Call after offers,User_65
Application_1173289988,W_Call after offers,User_103
Application_1173481848,O_Create Offer,User_65
Application_1174114825,W_Call after offers,User_65
Application_1175285346,A_Incomplete,User_131
Application_1175418215,A_Denied,User_65
Application_117660615,W_Call after offers,User_65
Application_11773925,,
Application_118076535,A_Denied,User_99
Application_1180779910,A_Denied,User_99
Application_1182794641,O_Cancelled,User_65
Application_1183136852,W_Call after offers,User_65
Application_1183476189,A_Denied,User_99
Application_1183534481,W_Call after offers,User_65
Application_1183954314,W_Call after offers,User_65
Application_1184253258,A_Validating,User_33
Application_1185560776,W_Validate application,User_29
Application_1186011075,O_Cancelled,User_65
Application_1187770735,O_Cancelled,User_84
Application_1189444299,A_Denied,User_65
Application_1189871359,W_Call after offers,User_65
Application_1192817854,W_Call after offers,User_65
Application_1193407725,W_Call after offers,User_99
Application_1194573334,O_Cancelled,User_65
Application_1196211316,W_Call after offers,User_103
Application_1200105859,O_Cancelled,User_77
