case:concept:name,Next_activity,Next_resource
Application_1003444518,O_Create Offer,User_65
Application_1004385970,O_Cancelled,User_79
Application_1006138809,O_Create Offer,User_65
Application_1008663678,O_Create Offer,User_84
Application_1012600292,W_Call after offers,User_65
Application_101285063,O_Create Offer,User_79
Application_1013192848,A_Incomplete,User_33
Application_1016792765,W_Call after offers,User_67
Application_1018266027,W_Call after offers,User_29
Application_1018276550,W_Call after offers,User_67
Application_101973919,O_Create Offer,User_65
Application_1020696982,W_Call after offers,User_103
Application_1020792873,O_Cancelled,User_77
Application_1020819842,O_Create Offer,User_44
Application_1022084723,W_Call after offers,User_29
Application_1023037940,O_Cancelled,User_77
Application_102597720,O_Create Offer,User_84
Application_1026777184,W_Call after offers,User_103
Application_1027449105,W_Call after offers,User_65
Application_1027859705,O_Cancelled,User_84
Application_1028665365,W_Handle leads,User_66
Application_1029674102,W_Call after offers,User_29
Application_102977791,W_Call after offers,User_99
Application_1031465496,O_Cancelled,User_65
Application_1032862024,O_Returned,User_99
Application_1033036371,A_Validating,User_33
Application_1033306842,A_Cancelled,User_33
Application_1033574302,A_Cancelled,User_66
Application_1034775753,O_Cancelled,User_79
Application_1035618893,W_Call after offers,User_67
Application_1037771791,W_Call after offers,User_67
Application_1038302868,W_Call after offers,User_103
Application_1038660996,W_Call after offers,User_103
Application_1039200421,A_Cancelled,User_84
Application_104061665,W_Call after offers,User_29
Application_1041438098,A_Accepted,User_65
Application_104406636,W_Call after offers,User_65
Application_1046222107,W_Call after offers,User_103
Application_1046524820,W_Call after offers,User_29
Application_1048834285,O_Cancelled,User_84
Application_104922918,O_Cancelled,User_84
Application_1050938301,W_Call incomplete files,User_15
Application_105434976,W_Call after offers,User_65
Application_1054777483,A_Incomplete,User_33
Application_1056831748,O_Create Offer,User_65
Application_1057881509,W_Call after offers,User_29
Application_105906022,O_Create Offer,User_65
Application_1064102675,A_Incomplete,User_93
Application_1065401414,O_Cancelled,User_96
Application_1069486579,W_Call after offers,User_103
Application_1069511528,O_Cancelled,User_84
Application_107048111,W_Call after offers,User_99
Application_1070499420,W_Call after offers,User_99
Application_1071392906,O_Cancelled,User_33
Application_1072302976,O_Cancelled,User_84
Application_1072740747,O_Create Offer,User_84
Application_1073143855,O_Create Offer,User_84
Application_1076592180,O_Create Offer,User_84
Application_1077139293,W_Call after offers,User_103
Application_1079472664,O_Cancelled,User_84
Application_1079589,W_Call after offers,User_67
Application_1081153991,O_Cancelled,User_77
Application_1082188204,O_Create Offer,User_84
Application_1083885618,O_Cancelled,User_65
Application_1084197155,W_Call after offers,User_103
Application_1084809711,O_Cancelled,User_84
Application_1084951999,W_Call after offers,User_54
Application_1085916302,O_Cancelled,User_84
Application_1086189813,W_Call after offers,User_103
Application_1086358390,W_Call after offers,User_67
Application_1087895834,W_Call after offers,User_67
Application_1088555315,O_Create Offer,User_84
Application_1089290640,W_Call after offers,User_29
Application_1090974006,O_Create Offer,User_84
Application_1091454310,A_Cancelled,User_84
Application_1092109071,O_Create Offer,User_65
Application_1092918410,O_Cancelled,User_84
Application_1095263419,A_Denied,User_99
Application_1096081779,W_Call after offers,User_29
Application_109628015,O_Create Offer,User_65
Application_1096460123,W_Call after offers,User_67
Application_1096932592,O_Returned,User_99
Application_109718783,W_Call after offers,User_65
Application_109912668,O_Cancelled,User_84
Application_1099430757,O_Create Offer,User_84
Application_1099493178,W_Call after offers,User_99
Application_1099663893,O_Cancelled,User_65
Application_1100253381,W_Call after offers,User_29
Application_1101636672,W_Call after offers,User_29
Application_1102148836,W_Call after offers,User_103
Application_1102289179,O_Cancelled,User_65
Application_110355063,O_Cancelled,User_79
Application_1103698005,A_Accepted,User_65
Application_1104110439,O_Cancelled,User_79
Application_1104349279,W_Call after offers,User_29
Application_1104697616,W_Call after offers,User_103
Application_1104784494,O_Cancelled,User_65
Application_1104839673,O_Create Offer,User_84
Application_1106610804,W_Call after offers,User_132
Application_1107513596,W_Call after offers,User_103
Application_1107974200,O_Cancelled,User_84
Application_1108410496,O_Cancelled,User_79
Application_1108553853,W_Call after offers,User_103
Application_1109500523,O_Cancelled,User_77
Application_1109722425,O_Cancelled,User_77
Application_1110003824,O_Create Offer,User_65
Application_1110334222,O_Cancelled,User_84
Application_1110847631,W_Call after offers,User_65
Application_1112791540,A_Validating,User_49
Application_1114627184,O_Cancelled,User_84
Application_1115275695,W_Call after offers,User_29
Application_111536511,O_Cancelled,User_77
Application_1116596448,O_Create Offer,User_65
Application_1116878017,A_Cancelled,User_66
Application_1118317851,O_Cancelled,User_77
Application_1118691851,W_Call after offers,User_29
Application_1118794258,W_Call after offers,User_29
Application_1119128567,W_Call after offers,User_103
Application_1119346613,W_Call after offers,User_29
Application_1119704576,O_Create Offer,User_65
Application_1120624192,O_Cancelled,User_77
Application_1121095468,W_Call after offers,User_29
Application_112299550,W_Call after offers,User_65
Application_1123320394,W_Call after offers,User_29
Application_1123432099,W_Call after offers,User_54
Application_1123655418,O_Cancelled,User_84
Application_1124789802,W_Call after offers,User_67
Application_1125229039,W_Complete application,User_84
Application_1125299308,O_Cancelled,User_77
