case:concept:name,pred_outcome,pred_sigmoid_mm_time,pred_uncertainty
Application_1003444518,0.8812740416641276,0.23596521233553508,0.22473184475828162
Application_1004385970,0.23599090244984902,0.4964086335765109,0.16039886817987492
Application_1006138809,0.8963537667979447,0.23911936468027045,0.22435700142385043
Application_1008663678,0.8278924426045483,0.15365043680174548,0.21111460198443346
Application_1012600292,0.6100115959266409,0.39365767091303483,0.3288758843186728
Application_101285063,0.22070037140657706,0.4996554735324701,0.13281576640029932
Application_1013192848,0.012124334697346596,0.09211155631155668,0.1029409810788943
Application_1016792765,0.42934010329553557,0.5065883022708167,0.1789697500957548
Application_1018266027,0.4372840809956281,0.4397885209203336,0.19265974462230673
Application_1018276550,0.09184125236175517,0.16716998809286227,0.30955380062679244
Application_101973919,0.621055252924861,0.45300169484155883,0.37994110684294513
Application_1020696982,0.3035734335603611,0.5074085843640302,0.1685838371216356
Application_1020792873,0.5820194175630256,0.39327876126315,0.3186034245143904
Application_1020819842,0.8988257001588734,0.2216321707223341,0.187504209961691
Application_1022084723,0.3001692711303605,0.5526843926817507,0.13462300785067155
Application_1023037940,0.16690558848192563,0.5043388707889903,0.13391243246900125
Application_102597720,0.8836582456800819,0.20783764077090788,0.23506402064309645
Application_1026777184,0.20425703477955442,0.511194587863591,0.13801780162000174
Application_1027449105,0.1915895732943543,0.5300248777447621,0.128603544388286
Application_1027859705,0.2674964940703298,0.38836716794215875,0.15697085369085784
Application_1028665365,0.5739752469641236,0.5036988612633649,0.30194882141000523
Application_1029674102,0.37808016291726687,0.5055950587372159,0.17998144454536766
Application_102977791,0.20935813229491831,0.5238872469084318,0.1428088114269438
Application_1031465496,0.23406023824317485,0.5774493761378072,0.12997860372426462
Application_1032862024,0.8079693544324776,0.17468864585576818,0.2672918419542296
Application_1033036371,0.463835761014285,0.33336779997893545,0.1994404841961754
Application_1033306842,0.8685468792370429,0.4334525869665071,0.321853875360074
Application_1033574302,0.517594071496483,0.41839383361552585,0.31731550804455405
Application_1034775753,0.09097871612374259,0.5177452099366302,0.134117233551202
Application_1035618893,0.28009406934273934,0.5423649364531833,0.1585054456423955
Application_1037771791,0.22852751442715533,0.5757373612379755,0.12809741707680136
Application_1038302868,0.21675086389489337,0.5532846879751699,0.1318836835909445
Application_1038660996,0.1758545446700493,0.6118312212290973,0.15081798105110808
Application_1039200421,0.3750914049599509,0.2616574500023997,0.21433058877886796
Application_104061665,0.3203321941161288,0.5637973606904225,0.1286663247650284
Application_1041438098,0.7413406649646577,0.42383788048432447,0.32062928608460883
Application_104406636,0.2445691106222473,0.48369459345569493,0.1290022630919951
Application_1046222107,0.24347303638659867,0.5225364881190662,0.14342597982471209
Application_1046524820,0.40938835905148097,0.5018077291539353,0.17261293722485693
Application_1048834285,0.05057002470998383,0.14321429000245703,0.18722177811225674
Application_104922918,0.3010874155534639,0.5599265454316884,0.13901500078778878
Application_1050938301,0.9310944110935975,0.1363695910511883,0.1773529385712825
Application_105434976,0.20861093588689825,0.5268443087861469,0.13350262617822228
Application_1054777483,0.01989304664794315,0.08062725024326445,0.0893621438193581
Application_1056831748,0.03684550304035588,0.16433296625211197,0.11957988213854481
Application_1057881509,0.4161697064867451,0.5192266122168856,0.18199499802738336
Application_105906022,0.8815201711378016,0.23535421892139322,0.20143341503234657
Application_1064102675,0.8664177217019182,0.19207408909819348,0.18069304530012048
Application_1065401414,0.21689905034730006,0.571424091026963,0.21333180439594646
Application_1069486579,0.3014077207954709,0.61639549286123,0.19470796586925038
Application_1069511528,0.24090725785644398,0.5035243371137947,0.17912313169316174
Application_107048111,0.22988796818661675,0.5765880854825487,0.14975779786318025
Application_1070499420,0.4046780587525595,0.5198573245816782,0.1840144344074418
Application_1071392906,0.43486993822183495,0.5068162262899246,0.18224051790455686
Application_1072302976,0.3382796152348861,0.5035243371137947,0.17912313169316174
Application_1072740747,0.06498989462553927,0.11356826166013423,0.16302087797382706
Application_1073143855,0.7504632373832097,0.1851121729512199,0.24938937577714615
Application_1076592180,0.9449478885514685,0.2036633792721677,0.26886885021736723
Application_1077139293,0.18849968473558143,0.5691608040661519,0.13065569577553124
Application_1079472664,0.06898111064224381,0.5290822405542888,0.1521179549072922
Application_1079589,0.2626769860314691,0.4891921537192031,0.13436856552919535
Application_1081153991,0.35923076274923266,0.5873817358346877,0.15033212137577115
Application_1082188204,0.8952967539200463,0.16766245385749395,0.2406665900498706
Application_1083885618,0.2111441720309116,0.5477114857951023,0.1664707794605813
Application_1084197155,0.22639298959095222,0.5544694567683239,0.13929354458172466
Application_1084809711,0.26422047944177257,0.5420020427766621,0.12998764443958377
Application_1084951999,0.1507299952271867,0.5118793927684449,0.1385143749429706
Application_1085916302,0.2969941672186121,0.49148246370658977,0.12922017239913772
Application_1086189813,0.26921313524363705,0.5126982256574466,0.15401908469376144
Application_1086358390,0.3352166248552669,0.5555405316583768,0.12184077844202977
Application_1087895834,0.25102166684035726,0.5680534389554641,0.14087683164394071
Application_1088555315,0.8202563759396343,0.29356293307325076,0.30589004313149176
Application_1089290640,0.37121553040246275,0.5214297800037608,0.18447348595872487
Application_1090974006,0.8585159253068281,0.25829886980939376,0.26850640264992737
Application_1091454310,0.463983298709882,0.2801145892194807,0.16973083574898037
Application_1092109071,0.7512400530046998,0.09576068325729348,0.11198507150719487
Application_1092918410,0.36517123551539227,0.49639726590113364,0.17824481854320293
Application_1095263419,0.27539063010342835,0.484165148481814,0.13006378933674487
Application_1096081779,0.4113334770660499,0.5127349991644685,0.18337540521422666
Application_109628015,0.8842342185829849,0.1950845747068925,0.2363891172181121
Application_1096460123,0.21171186540379033,0.5599858699581861,0.1427160125718387
Application_1096932592,0.08054764605157017,0.10567101802125903,0.11077583488850049
Application_109718783,0.5702833729432372,0.3914074499873271,0.3143316100058829
Application_109912668,0.2661641438552544,0.524312673561341,0.13211160554551538
Application_1099430757,0.2691331014786151,0.3465315375177329,0.19367663691391088
Application_1099493178,0.20749808279638407,0.5087923179569641,0.13889877906371323
Application_1099663893,0.26448021848726977,0.6160336416989227,0.1461353989947443
Application_1100253381,0.4096219725704875,0.5192266122168856,0.18199499802738336
Application_1101636672,0.3454907833955923,0.5178910528670904,0.16832206714331985
Application_1102148836,0.24990190739535895,0.5535621144181969,0.14058556493066046
Application_1102289179,0.5575926946885053,0.3520924230833969,0.3160547719173212
Application_110355063,0.2226952357937048,0.5305494581167294,0.154995849954054
Application_1103698005,0.7249001309879295,0.40919343885907705,0.3004129469739994
Application_1104110439,0.10995831757278754,0.5174514172859731,0.13386177856732576
Application_1104349279,0.2831663236260758,0.5800354345073362,0.1390328978131067
Application_1104697616,0.7049161459483815,0.2829403041050031,0.2637481032409891
Application_1104784494,0.42763334767367417,0.5432410740505993,0.19968863587351965
Application_1104839673,0.04418018683146883,0.06783136892345742,0.1356362799416983
Application_1106610804,0.708134562607718,0.32585351178911554,0.30418059279547915
Application_1107513596,0.2784935185033924,0.5226684048131254,0.14333530713865605
Application_1107974200,0.4833769734462843,0.2828370352350009,0.19314022195864186
Application_1108410496,0.17301485415968354,0.5323627213044922,0.14827294994332102
Application_1108553853,0.21392075398311955,0.5233373051316028,0.1431976345133765
Application_1109500523,0.23770941276868948,0.49163043145752694,0.13437430822712532
Application_1109722425,0.2737398822066058,0.4948384238187665,0.13954117638494662
Application_1110003824,0.9122943068922374,0.16465763833176655,0.22616044053343845
Application_1110334222,0.20734560371989433,0.5290989659154997,0.14686214908168246
Application_1110847631,0.3024654305751763,0.5650759287720676,0.1252531382201284
Application_1112791540,0.849664166556525,0.3676477179382574,0.30965562490765425
Application_1114627184,0.5322746399529675,0.3312291455772995,0.26181126194614285
Application_1115275695,0.2921949989550813,0.5216623226245642,0.1361088808865862
Application_111536511,0.3411612553808498,0.5461949013566124,0.15312775004777646
Application_1116596448,0.9330672601140546,0.19410794902643902,0.26228153141815025
Application_1116878017,0.5905479052254228,0.4008638974927011,0.3045450956365636
Application_1118317851,0.22605477764841525,0.5191836872563937,0.13207790314837398
Application_1118691851,0.47664934997717634,0.4923431340894677,0.17608710099940297
Application_1118794258,0.5465490386592942,0.4730264946725111,0.19120739787778315
Application_1119128567,0.22707617772571015,0.5176188291613985,0.14983025412364218
Application_1119346613,0.3210081954205586,0.5546510461375278,0.1244786616022962
Application_1119704576,0.08690682033495398,0.09468372229357269,0.1403650914288793
Application_1120624192,0.47200483405928717,0.3943468988750604,0.3258752667940596
Application_1121095468,0.2350566687940247,0.5222901611795949,0.13630019192039286
Application_112299550,0.09626569647748727,0.5208376206124399,0.14362389071187848
Application_1123320394,0.4210700994128942,0.5127349991644685,0.18337540521422666
Application_1123432099,0.27268859858575334,0.5122950203428598,0.13936217123559042
Application_1123655418,0.09881461835055025,0.17998637884712482,0.2401820026056512
Application_1124789802,0.3144303892552576,0.5066986363978391,0.18379884412515968
Application_1125229039,0.6399368568574049,0.37026487061709834,0.342660934373118
Application_1125299308,0.18709011661173097,0.39849151273043254,0.17244696252526365
Application_1131812437,0.42758393013149015,0.47513564216523807,0.3039647077519178
Application_1131974200,0.24838051863124785,0.607846924108888,0.19283506031182204
Application_1132898010,0.37331687258733554,0.5590718095207471,0.1292306887399665
Application_1133826059,0.31342341402630636,0.33948548776942,0.18752978884421512
Application_113474586,0.2808658769622085,0.5797418075871503,0.13516023747657366
Application_1136138244,0.2776145862306155,0.5483697513899795,0.23745272727071048
Application_1136188668,0.2577806093852801,0.5416478487444436,0.13499272589787545
Application_1136782466,0.5849646862834604,0.40345257166772247,0.3501537286266094
Application_1136942310,0.2968337805473752,0.3101759439684277,0.19434485240380228
Application_1138343850,0.35926695311971807,0.49816889512303225,0.1788496431769009
Application_1138441532,0.368493189691773,0.15220440925295062,0.11268512237968381
Application_1138682900,0.3729978125751001,0.13388325891902855,0.09912895185667667
Application_1139095492,0.9219527935706514,0.12381830310960806,0.16010593851927266
Application_1140000103,0.2633314957932467,0.4861710257056774,0.16903334698816902
Application_1140214785,0.26443276908310154,0.5272567680931727,0.13200597821196533
Application_1140934167,0.18637743272698915,0.5883864607731744,0.14148809541659116
Application_1141437569,0.08207955797369583,0.051918283932400944,0.1015582976570852
