case:concept:name,recommendation:act,recommendation:res,reason
20182005961,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
20189003486,Service closure Request with network responsibility,00015,not_reachable_from_replayed_prefix_marking
20189004803,Service closure Request with network responsibility,00045,not_reachable_from_replayed_prefix_marking
20189008206,Service closure Request with network responsibility,00594,not_reachable_from_replayed_prefix_marking
201810011081,Service closure Request with network responsibility,00837,not_reachable_from_replayed_prefix_marking
201810011583,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
201811008100,Service closure Request with BO responsibility,00848,not_reachable_from_replayed_prefix_marking
201812005779,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191002216,Service closure Request with network responsibility,00015,not_reachable_from_replayed_prefix_marking
20191002211,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191001877,Service closure Request with network responsibility,00414,not_reachable_from_replayed_prefix_marking
20191002920,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191003000,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191004909,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
20191005769,Service closure Request with network responsibility,00409,not_reachable_from_replayed_prefix_marking
20191006502,Evaluating Request (WITH registered letter),00223,not_reachable_from_replayed_prefix_marking
20191006585,Service closure Request with BO responsibility,00851,not_reachable_from_replayed_prefix_marking
20191006110,Service closure Request with BO responsibility,00848,not_reachable_from_replayed_prefix_marking
20191006880,Service closure Request with network responsibility,00728,not_reachable_from_replayed_prefix_marking
20191006784,Service closure Request with network responsibility,00409,not_reachable_from_replayed_prefix_marking
20191008720,Service closure Request with network responsibility,00414,not_reachable_from_replayed_prefix_marking
20191009168,Evaluating Request (WITH registered letter),00341,not_reachable_from_replayed_prefix_marking
20191004251,Evaluating Request (WITH registered letter),00341,not_reachable_from_replayed_prefix_marking
20191009817,Evaluating Request (WITH registered letter),00848,not_reachable_from_replayed_prefix_marking
20191009850,Service closure Request with network responsibility,00119,not_reachable_from_replayed_prefix_marking
201812004921,Pending Liquidation Request,BOCSER,not_reachable_from_replayed_prefix_marking
20191010159,Service closure Request with network responsibility,00368,not_reachable_from_replayed_prefix_marking
20191010278,Evaluating Request (WITH registered letter),00045,not_reachable_from_replayed_prefix_marking
20191008862,Service closure Request with network responsibility,00501,not_reachable_from_replayed_prefix_marking
20191010603,Evaluating Request (WITH registered letter),00119,not_reachable_from_replayed_prefix_marking
20191010994,Service closure Request with network responsibility,00414,not_reachable_from_replayed_prefix_marking
20191011173,Service closure Request with BO responsibility,00851,not_reachable_from_replayed_prefix_marking
20191010911,Evaluating Request (WITH registered letter),00119,not_reachable_from_replayed_prefix_marking
20191006142,Evaluating Request (WITH registered letter),00119,not_reachable_from_replayed_prefix_marking
20191011450,Evaluating Request (WITH registered letter),00848,not_reachable_from_replayed_prefix_marking
20191011592,Evaluating Request (WITH registered letter),00368,not_reachable_from_replayed_prefix_marking
20191004048,Authorization Requested,SB64,not_reachable_from_replayed_prefix_marking
20191011556,Service closure Request with network responsibility,00120,not_reachable_from_replayed_prefix_marking
20191008668,Evaluating Request (WITH registered letter),00837,not_reachable_from_replayed_prefix_marking
20191011749,Service closure Request with network responsibility,00441,not_reachable_from_replayed_prefix_marking
20191012273,Evaluating Request (WITH registered letter),00848,not_reachable_from_replayed_prefix_marking
20191011739,Service closure Request with network responsibility,00414,not_reachable_from_replayed_prefix_marking
20191012175,Service closure Request with network responsibility,00463,not_reachable_from_replayed_prefix_marking
20191012427,Service closure Request with network responsibility,00368,not_reachable_from_replayed_prefix_marking
20191012225,Service closure Request with network responsibility,00368,not_reachable_from_replayed_prefix_marking
20191012555,Evaluating Request (WITH registered letter),00119,not_reachable_from_replayed_prefix_marking
