case:concept:name,recommendation:act,recommendation:res,reason
Application_1088555315,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_547842527,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_932158358,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_185981374,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1584063031,A_Denied,User_78,not_reachable_from_replayed_prefix_marking
Application_276618599,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_866486447,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1685691745,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_739325744,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1479752026,W_Call incomplete files,User_33,not_reachable_from_replayed_prefix_marking
Application_851895556,O_Create Offer,User_91,not_reachable_from_replayed_prefix_marking
Application_274240684,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_1975819852,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1784815865,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1767608602,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1735566698,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_1155624509,A_Incomplete,User_33,not_reachable_from_replayed_prefix_marking
Application_330251746,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_1577555565,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1072740747,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1620675668,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_1654636815,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_1255919690,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_2026841022,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_2069481439,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_1003444518,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1092109071,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_663134091,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1452533285,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_269341222,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_1186011075,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_114551747,A_Validating,User_56,not_reachable_from_replayed_prefix_marking
Application_760306173,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_2039657007,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_157155173,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1073143855,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1577667494,A_Validating,User_17,not_reachable_from_replayed_prefix_marking
Application_2084907175,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1157095713,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_1076592180,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_574500271,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
Application_938318297,A_Validating,User_42,not_reachable_from_replayed_prefix_marking
Application_592613102,A_Incomplete,User_33,not_reachable_from_replayed_prefix_marking
Application_589041415,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_839952915,W_Call incomplete files,User_44,not_reachable_from_replayed_prefix_marking
Application_1050938301,W_Call incomplete files,User_15,not_reachable_from_replayed_prefix_marking
Application_1960245250,A_Validating,User_33,not_reachable_from_replayed_prefix_marking
Application_206222910,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_1866125313,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1518048032,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_427975818,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_387778376,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_2061502784,A_Cancelled,User_78,not_reachable_from_replayed_prefix_marking
Application_1220541878,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1143452352,W_Call incomplete files,User_17,not_reachable_from_replayed_prefix_marking
Application_1903879559,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1141800606,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_163804730,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1375169811,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_541146763,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1789934601,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1802283850,W_Complete application,User_65,not_reachable_from_replayed_prefix_marking
Application_228928958,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_164319398,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_2043967522,A_Validating,User_56,not_reachable_from_replayed_prefix_marking
Application_1110003824,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1082188204,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_2003767759,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1959536677,A_Incomplete,User_33,not_reachable_from_replayed_prefix_marking
Application_1667989141,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_2099511368,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_1496645833,O_Returned,User_68,not_reachable_from_replayed_prefix_marking
Application_1450689239,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1138441532,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1818700890,W_Call incomplete files,User_33,not_reachable_from_replayed_prefix_marking
Application_1732543782,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_320538845,W_Complete application,User_84,not_reachable_from_replayed_prefix_marking
Application_1914483239,O_Sent (online only),User_84,not_reachable_from_replayed_prefix_marking
Application_1579588184,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_858789639,A_Cancelled,User_99,not_reachable_from_replayed_prefix_marking
Application_831992514,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_199635820,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_617539010,O_Create Offer,User_132,not_reachable_from_replayed_prefix_marking
Application_2087713022,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_384835333,W_Complete application,User_84,not_reachable_from_replayed_prefix_marking
Application_1734771669,A_Incomplete,User_33,not_reachable_from_replayed_prefix_marking
Application_2090544740,A_Denied,User_106,not_reachable_from_replayed_prefix_marking
Application_340321174,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1091454310,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_1119704576,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_255496047,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1504307845,O_Returned,User_129,not_reachable_from_replayed_prefix_marking
Application_354974392,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_1634751250,A_Validating,User_33,not_reachable_from_replayed_prefix_marking
Application_1840472630,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_1485546748,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1616117711,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_48606429,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1172008352,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1221269355,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1273835556,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_2021390880,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1316469526,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1573876833,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_189631764,A_Cancelled,User_66,not_reachable_from_replayed_prefix_marking
Application_76083190,O_Create Offer,User_66,not_reachable_from_replayed_prefix_marking
Application_80298426,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1835611863,A_Denied,User_65,not_reachable_from_replayed_prefix_marking
Application_1671150390,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_760288041,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_2090776603,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_2116148116,A_Cancelled,User_84,not_reachable_from_replayed_prefix_marking
Application_2063179478,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1976004129,A_Cancelled,User_33,not_reachable_from_replayed_prefix_marking
Application_422637212,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_664337168,A_Denied,User_54,not_reachable_from_replayed_prefix_marking
Application_586839753,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1008663678,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_317789291,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_673399253,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1164107164,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_2140045431,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_812842800,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1486220145,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_919959748,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1385747357,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_948141705,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1781633903,O_Create Offer,User_84,not_reachable_from_replayed_prefix_marking
Application_1218332981,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
