case:concept:name,recommendation:act,recommendation:res,reason
Application_1425329540,O_Returned,User_126,not_reachable_from_replayed_prefix_marking
Application_1584063031,W_Call incomplete files,User_35,not_reachable_from_replayed_prefix_marking
Application_866486447,W_Call incomplete files,User_58,not_reachable_from_replayed_prefix_marking
Application_1479752026,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
Application_1591900552,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_2128172349,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1975819852,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
Application_1735566698,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1155624509,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_330251746,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1898457792,A_Cancelled,User_66,not_reachable_from_replayed_prefix_marking
Application_918963277,A_Validating,User_49,not_reachable_from_replayed_prefix_marking
Application_1654636815,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_460231462,A_Cancelled,User_54,not_reachable_from_replayed_prefix_marking
Application_1003444518,W_Call incomplete files,User_35,not_reachable_from_replayed_prefix_marking
Application_1092109071,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_663134091,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1452533285,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_269341222,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1032862024,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_157155173,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1577667494,A_Validating,User_55,not_reachable_from_replayed_prefix_marking
Application_299698075,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_574500271,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
Application_1801593563,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_938318297,A_Validating,User_16,not_reachable_from_replayed_prefix_marking
Application_592613102,A_Denied,User_65,not_reachable_from_replayed_prefix_marking
Application_589041415,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_839952915,A_Denied,User_7,not_reachable_from_replayed_prefix_marking
Application_1050938301,O_Create Offer,User_104,not_reachable_from_replayed_prefix_marking
Application_1960245250,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1518048032,A_Validating,User_55,not_reachable_from_replayed_prefix_marking
Application_427975818,A_Denied,User_49,not_reachable_from_replayed_prefix_marking
Application_387778376,A_Denied,User_23,not_reachable_from_replayed_prefix_marking
Application_1220541878,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1143452352,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
Application_597372127,A_Denied,User_100,not_reachable_from_replayed_prefix_marking
Application_163804730,A_Incomplete,User_100,not_reachable_from_replayed_prefix_marking
Application_1802283850,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_2043967522,O_Returned,User_103,not_reachable_from_replayed_prefix_marking
Application_1216723425,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1624152176,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1959536677,A_Incomplete,User_100,not_reachable_from_replayed_prefix_marking
Application_1667989141,A_Validating,User_21,not_reachable_from_replayed_prefix_marking
Application_2099511368,O_Create Offer,User_100,not_reachable_from_replayed_prefix_marking
Application_1496645833,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_856935152,A_Validating,User_23,not_reachable_from_replayed_prefix_marking
Application_1818700890,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1732543782,O_Create Offer,User_67,not_reachable_from_replayed_prefix_marking
Application_320538845,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1914483239,A_Validating,User_23,not_reachable_from_replayed_prefix_marking
Application_1928577170,O_Returned,User_126,not_reachable_from_replayed_prefix_marking
Application_1579588184,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_858789639,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_2090544740,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_340321174,A_Validating,User_60,not_reachable_from_replayed_prefix_marking
Application_1533785960,A_Cancelled,User_66,not_reachable_from_replayed_prefix_marking
Application_1091454310,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1119704576,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_255496047,A_Denied,User_65,not_reachable_from_replayed_prefix_marking
Application_1504307845,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
Application_936279128,A_Cancelled,User_80,not_reachable_from_replayed_prefix_marking
Application_354974392,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1634751250,A_Validating,User_21,not_reachable_from_replayed_prefix_marking
Application_1840472630,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_1616117711,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_815439845,W_Call incomplete files,User_55,not_reachable_from_replayed_prefix_marking
Application_1221269355,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_2021390880,W_Call incomplete files,User_58,not_reachable_from_replayed_prefix_marking
Application_1316469526,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_1208202898,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_76083190,A_Cancelled,User_1,not_reachable_from_replayed_prefix_marking
Application_80298426,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_1835611863,W_Call incomplete files,User_18,not_reachable_from_replayed_prefix_marking
Application_1671150390,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_2116148116,A_Validating,User_45,not_reachable_from_replayed_prefix_marking
Application_1976004129,A_Validating,User_100,not_reachable_from_replayed_prefix_marking
Application_664337168,O_Create Offer,User_80,not_reachable_from_replayed_prefix_marking
Application_776477117,A_Cancelled,User_19,not_reachable_from_replayed_prefix_marking
Application_679465044,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_2140045431,O_Create Offer,User_104,not_reachable_from_replayed_prefix_marking
Application_1486220145,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_1218332981,A_Cancelled,User_80,not_reachable_from_replayed_prefix_marking
Application_1064102675,A_Incomplete,User_100,not_reachable_from_replayed_prefix_marking
Application_707770540,A_Cancelled,User_27,not_reachable_from_replayed_prefix_marking
Application_1446807165,A_Cancelled,User_27,not_reachable_from_replayed_prefix_marking
Application_182712917,W_Call incomplete files,User_100,not_reachable_from_replayed_prefix_marking
Application_31697623,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_102597720,A_Cancelled,User_19,not_reachable_from_replayed_prefix_marking
Application_380770908,A_Cancelled,User_19,not_reachable_from_replayed_prefix_marking
Application_1288084480,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_332704649,A_Cancelled,User_19,not_reachable_from_replayed_prefix_marking
Application_815196626,A_Cancelled,User_19,not_reachable_from_replayed_prefix_marking
Application_1006138809,O_Create Offer,User_65,not_reachable_from_replayed_prefix_marking
Application_536051300,A_Denied,User_100,not_reachable_from_replayed_prefix_marking
Application_90621717,A_Cancelled,User_23,not_reachable_from_replayed_prefix_marking
