case:concept:name,recommendation:act,recommendation:res,reason
198253,O_SENT_BACK,11122,not_reachable_from_replayed_prefix_marking
205562,O_SENT_BACK,10972,not_reachable_from_replayed_prefix_marking
205310,O_CANCELLED,10972,not_reachable_from_replayed_prefix_marking
201072,O_SENT_BACK,10972,not_reachable_from_replayed_prefix_marking
196455,O_CANCELLED,10972,not_reachable_from_replayed_prefix_marking
201909,O_CANCELLED,11049,not_reachable_from_replayed_prefix_marking
202256,O_CANCELLED,10972,not_reachable_from_replayed_prefix_marking
204442,O_CANCELLED,10972,not_reachable_from_replayed_prefix_marking
206925,O_CANCELLED,10609,not_reachable_from_replayed_prefix_marking
204712,O_CANCELLED,10609,not_reachable_from_replayed_prefix_marking
